i,lop,ten,n,z,lift,p_wy,b_dk,t_dk,lift_cap,so_cap_duong,lift_min,z_te,lift_te,ten_mo_ta,dac_trung,max_depth,min_samples_leaf
0,1,lá CART #0,949,9.794352028363418,1.670531847259678,0.002,0.07549554647377832,4.335510474939117,"[1.6750117720922932, 1.7007729699577654, 1.856724069563247, 1.6181630869130872, 1.2963435374149659, 1.9457796508127634]",6,1.2963435374149659,4.305856173269581,1.4228142190946915,σ̂ rất thấp (≤ p10 nền) AND ATR phân vị rất thấp (≤ p23 nền),"['σ̂', 'ATR phân vị', 'RSI', 'ADX', 'Bollinger %B', 'khoảng cách EMA50', 'Supertrend chiều', 'MACD hist', '|z| hôm nay', 'z hôm nay', 'TSMOM 20', 'tính dai vol']",3,200
