Date,open,high,low,close,n_bars
2016-02-14,0.97713,0.97887,0.97655,0.97821,116
2016-02-15,0.97822,0.9889,0.97722,0.98608,1437
2016-02-16,0.98607,0.98959,0.98468,0.98841,1435
2016-02-17,0.98848,0.99416,0.98529,0.99264,1440
2016-02-18,0.99265,0.99684,0.99043,0.99313,1439
2016-02-19,0.99315,0.99673,0.98882,0.98952,1320
2016-02-21,0.98926,0.99092,0.98895,0.99066,120
2016-02-22,0.99065,1.0003,0.99036,1.00006,1439
2016-02-23,1.00007,1.00007,0.98951,0.99143,1439
2016-02-24,0.99143,0.99525,0.98524,0.98923,1439
2016-02-25,0.98926,0.99517,0.98772,0.99014,1439
2016-02-26,0.99014,0.99885,0.98711,0.9963,1318
2016-02-28,0.99712,0.99824,0.99645,0.9967,117
2016-02-29,0.99677,1.00377,0.99484,0.99789,1438
2016-03-01,0.99789,1.0009,0.996,0.99671,1439
2016-03-02,0.99665,1.0009,0.99549,0.99659,1439
2016-03-03,0.99661,0.99822,0.98917,0.99248,1438
2016-03-04,0.99249,0.99879,0.98783,0.99266,1320
2016-03-06,0.9927,0.9948,0.9927,0.99428,116
2016-03-07,0.9943,1.00118,0.99276,0.99578,1436
2016-03-08,0.99578,0.99713,0.99012,0.99639,1438
2016-03-09,0.99639,1.00389,0.99394,0.99819,1438
2016-03-10,0.99816,1.00926,0.98099,0.98456,1435
2016-03-11,0.98458,0.989,0.98025,0.98242,1320
2016-03-13,0.98329,0.98408,0.9815,0.98286,173
2016-03-14,0.98287,0.98817,0.98252,0.98708,1427
2016-03-15,0.98709,0.98956,0.98492,0.98719,1432
2016-03-16,0.98719,0.99133,0.97499,0.97795,1438
2016-03-17,0.97806,0.97863,0.96509,0.96714,1439
2016-03-18,0.96714,0.97169,0.96544,0.96861,1260
2016-03-20,0.9687,0.9702,0.96815,0.96982,170
2016-03-21,0.96982,0.97301,0.9675,0.97072,1437
2016-03-22,0.97072,0.97365,0.96882,0.9729,1435
2016-03-23,0.97292,0.97658,0.9726,0.97554,1435
2016-03-24,0.97554,0.97732,0.97368,0.97595,1428
2016-03-25,0.97595,0.97868,0.9757,0.97761,1175
2016-03-27,0.97698,0.9786,0.97627,0.97849,169
2016-03-28,0.97849,0.9786,0.97225,0.97361,1429
2016-03-29,0.9736,0.97624,0.96576,0.96655,1439
2016-03-30,0.96654,0.96698,0.95921,0.96517,1436
2016-03-31,0.96521,0.96627,0.95715,0.96122,1437
2016-04-01,0.96123,0.96255,0.95556,0.95709,1258
2016-04-03,0.95728,0.95921,0.95696,0.95863,175
2016-04-04,0.95862,0.96147,0.95726,0.95911,1433
2016-04-05,0.95916,0.96042,0.95465,0.95666,1435
2016-04-06,0.95666,0.96216,0.95301,0.95581,1432
2016-04-07,0.95581,0.9581,0.95216,0.95641,1439
2016-04-08,0.95642,0.9582,0.95225,0.95225,1259
2016-04-10,0.95164,0.95359,0.95164,0.95333,175
2016-04-11,0.95332,0.95704,0.95023,0.95412,1435
2016-04-12,0.95413,0.95932,0.9499,0.95544,1429
2016-04-13,0.95543,0.96714,0.95491,0.96661,1431
2016-04-14,0.96661,0.9688,0.96373,0.96651,1436
2016-04-15,0.96655,0.96878,0.96478,0.96753,1259
2016-04-17,0.96512,0.96726,0.96512,0.96637,174
2016-04-18,0.96635,0.9679,0.96278,0.96461,1436
2016-04-19,0.96461,0.965,0.95845,0.9619,1440
2016-04-20,0.9619,0.97329,0.96026,0.97125,1437
2016-04-21,0.97125,0.97533,0.96474,0.97495,1437
2016-04-22,0.97497,0.97965,0.97318,0.97765,1260
2016-04-24,0.97865,0.97884,0.97779,0.9784,174
2016-04-25,0.9784,0.9785,0.97359,0.97503,1434
2016-04-26,0.97505,0.97666,0.97013,0.97376,1436
2016-04-27,0.97377,0.97533,0.96795,0.97097,1437
2016-04-28,0.97098,0.97329,0.96566,0.96631,1435
2016-04-29,0.96631,0.96653,0.95675,0.95961,1260
2016-05-01,0.95778,0.9595,0.95759,0.95879,172
2016-05-02,0.95886,0.96048,0.95347,0.95531,1436
2016-05-03,0.95533,0.95537,0.9444,0.9538,1440
2016-05-04,0.95376,0.95897,0.95326,0.95706,1438
2016-05-05,0.95706,0.96961,0.95691,0.96815,1438
2016-05-06,0.96815,0.97289,0.96507,0.97241,1257
2016-05-08,0.97229,0.97317,0.97205,0.97271,176
2016-05-09,0.97272,0.97355,0.96839,0.97121,1436
2016-05-10,0.97122,0.97625,0.96985,0.97538,1436
2016-05-11,0.97539,0.97566,0.96983,0.97101,1438
2016-05-12,0.97102,0.97256,0.96634,0.97102,1438
2016-05-13,0.97101,0.97742,0.97016,0.97548,1260
2016-05-15,0.97532,0.97617,0.97429,0.97557,174
2016-05-16,0.97557,0.97839,0.97473,0.97817,1430
2016-05-17,0.97815,0.98079,0.9751,0.98018,1432
2016-05-18,0.98022,0.98809,0.97983,0.98798,1430
2016-05-19,0.98798,0.99226,0.98625,0.99089,1431
2016-05-20,0.99089,0.99266,0.9896,0.99017,1260
2016-05-22,0.9905,0.99121,0.98965,0.99121,176
2016-05-23,0.99121,0.99234,0.98831,0.98971,1432
2016-05-24,0.98968,0.99373,0.98936,0.99319,1436
2016-05-25,0.99325,0.99335,0.98964,0.99121,1437
2016-05-26,0.99121,0.99275,0.98719,0.98927,1433
2016-05-27,0.98926,0.99485,0.98855,0.99415,1259
2016-05-29,0.99427,0.9949,0.99383,0.99479,174
2016-05-30,0.99478,0.99562,0.99146,0.9915,1419
2016-05-31,0.9915,0.99505,0.98863,0.9931,1438
2016-06-01,0.99305,0.99508,0.98618,0.98844,1439
2016-06-02,0.98846,0.99102,0.98584,0.99038,1436
2016-06-03,0.9904,0.99199,0.97518,0.97533,1258
2016-06-05,0.97672,0.97742,0.97528,0.97588,177
2016-06-06,0.9759,0.97757,0.96817,0.97022,1435
2016-06-07,0.9702,0.97138,0.96447,0.96536,1438
2016-06-08,0.96536,0.9659,0.95809,0.95843,1437
2016-06-09,0.95844,0.96559,0.9578,0.96458,1437
2016-06-10,0.96455,0.96577,0.96164,0.96405,1258
2016-06-12,0.96379,0.96534,0.96356,0.9646,176
2016-06-13,0.9646,0.96782,0.96231,0.96266,1433
2016-06-14,0.96265,0.96684,0.96211,0.96372,1435
2016-06-15,0.96363,0.96634,0.95911,0.96103,1439
2016-06-16,0.96101,0.96867,0.95717,0.96472,1437
2016-06-17,0.96472,0.96562,0.95883,0.95919,1260
2016-06-19,0.95968,0.96416,0.95927,0.95986,177
2016-06-20,0.95985,0.96325,0.95753,0.96205,1435
2016-06-21,0.96205,0.96276,0.95722,0.96212,1439
2016-06-22,0.96212,0.96274,0.95503,0.95961,1437
2016-06-23,0.95956,0.9655,0.95211,0.96171,1436
2016-06-24,0.96167,0.98023,0.95891,0.9723,1259
2016-06-26,0.97481,0.97481,0.9705,0.97288,176
2016-06-27,0.97287,0.9819,0.97192,0.97861,1436
2016-06-28,0.97862,0.98367,0.9763,0.98047,1439
2016-06-29,0.98046,0.98231,0.97794,0.97948,1436
2016-06-30,0.97949,0.98201,0.97276,0.97626,1439
2016-07-01,0.97631,0.97808,0.97101,0.973,1256
2016-07-03,0.97339,0.97505,0.97229,0.97444,167
2016-07-04,0.97445,0.9758,0.96968,0.97095,1411
2016-07-05,0.97097,0.97742,0.96845,0.97695,1421
2016-07-06,0.97696,0.98059,0.97398,0.97505,1431
2016-07-07,0.97505,0.97931,0.97405,0.97871,1429
2016-07-08,0.9787,0.98655,0.976,0.98276,1254
2016-07-10,0.98158,0.98352,0.98141,0.9832,166
2016-07-11,0.98324,0.98575,0.98151,0.98265,1429
2016-07-12,0.98267,0.98939,0.97954,0.98906,1428
2016-07-13,0.98908,0.98939,0.98214,0.98439,1434
2016-07-14,0.98437,0.98476,0.9764,0.98151,1430
2016-07-15,0.98151,0.98468,0.97819,0.98225,1259
2016-07-17,0.98179,0.98402,0.98142,0.98361,174
2016-07-18,0.98359,0.98465,0.98111,0.98287,1434
2016-07-19,0.98285,0.98771,0.9815,0.98606,1433
2016-07-20,0.98604,0.99044,0.98505,0.98646,1436
2016-07-21,0.9865,0.99064,0.98403,0.98494,1434
2016-07-22,0.98494,0.98951,0.98432,0.98678,1260
