pair,Date,rv_kiem,n_o,j_bcl,j_tho,n_nhay_bcl,n_nhay_tho,ti_chuky
AUDUSD,2024-08-27,1.6279130148307988e-05,287,6.9527265243999e-07,7.078858240425966e-07,2,1,0.9982095249477908
AUDUSD,2024-08-28,2.9053472689703237e-05,287,6.19116115390925e-06,7.4388647619171355e-06,1,2,0.8578783727553169
AUDUSD,2024-08-29,2.6818196746276775e-05,287,0.0,4.477435288197311e-06,0,3,0.8544700219721373
AUDUSD,2024-08-30,2.0343275743205384e-05,251,2.6125220435342105e-06,4.879174111081864e-06,2,4,0.9186230517063642
AUDUSD,2024-09-02,1.5125242632699084e-05,286,4.20601146725545e-06,4.249658474922304e-06,2,2,1.050326612517752
AUDUSD,2024-09-03,2.5075280023285368e-05,287,0.0,0.0,0,0,1.0459833016621194
AUDUSD,2024-09-04,2.8926048598650393e-05,287,6.573471421182416e-06,9.236327951438497e-06,4,6,0.9074894540197416
AUDUSD,2024-09-05,1.7050825863181804e-05,287,0.0,2.3366830223620795e-06,0,2,0.7764225515778164
AUDUSD,2024-09-06,6.298839038267084e-05,251,2.1829736377293026e-05,3.1853833612756875e-05,3,6,0.6681954078586176
AUDUSD,2024-09-09,2.0202074988070062e-05,287,0.0,1.8194789641472669e-06,0,1,1.2464612061002502
AUDUSD,2024-09-10,2.2294658262769783e-05,287,2.788783272852318e-06,4.123335665712385e-06,2,3,1.1176417060467434
AUDUSD,2024-09-11,3.454727991796594e-05,287,2.752365533485663e-06,9.556639374204446e-06,1,5,0.8266924310133673
AUDUSD,2024-09-12,2.6851741399531124e-05,287,2.4747697322599048e-06,4.144791509747931e-06,1,3,0.8060807755201409
AUDUSD,2024-09-13,1.6883596764631544e-05,251,0.0,1.025721248369757e-06,0,1,0.878821121358455
AUDUSD,2024-09-16,1.274167017961263e-05,287,0.0,0.0,0,0,1.2655116588136728
AUDUSD,2024-09-17,1.978427379080262e-05,287,2.27940358356259e-06,3.2351132804655374e-06,1,2,0.8957820522587627
AUDUSD,2024-09-18,8.010132962405561e-05,287,5.92406717929537e-05,5.808038237508196e-05,17,15,1.130841658500845
AUDUSD,2024-09-19,5.303282670919855e-05,287,7.983091002977631e-06,1.0418893826549973e-05,2,3,1.0701241712931289
AUDUSD,2024-09-20,2.5117556887971823e-05,251,0.0,0.0,0,0,0.9027663293629916
AUDUSD,2024-09-23,2.2714059365326206e-05,287,3.313976022077666e-06,3.824193714994195e-06,3,3,1.256937425126135
AUDUSD,2024-09-24,4.655270729583849e-05,287,9.80005980678233e-06,9.80005980678233e-06,2,2,0.9785758314503507
AUDUSD,2024-09-25,2.9072545722685183e-05,287,0.0,0.0,0,0,0.9749550527354737
AUDUSD,2024-09-26,4.71425941032195e-05,287,6.9587901304279166e-06,1.2926833499542322e-05,2,5,1.0001526184897012
AUDUSD,2024-09-27,3.8003170558029e-05,251,0.0,3.997926589074219e-06,0,2,0.8703510494177971
AUDUSD,2024-09-30,4.117928644627034e-05,287,9.31433386238237e-06,7.067826412141156e-06,5,3,1.4999421467113914
AUDUSD,2024-10-01,6.954689127778611e-05,287,1.4261363531394328e-05,1.944118608456085e-05,3,4,0.858984514588232
AUDUSD,2024-10-02,3.0017670492401618e-05,287,9.96631886881882e-07,0.0,1,0,0.9687474870370941
AUDUSD,2024-10-03,3.356664179096862e-05,287,9.606206537303925e-07,1.6154668923784315e-06,1,1,0.8653578894256362
AUDUSD,2024-10-04,6.50107242872844e-05,251,4.600389657719641e-05,4.530079287431687e-05,4,3,0.5429082291390165
AUDUSD,2024-10-07,2.8667494258099894e-05,287,5.927678183800182e-07,2.6128883279610213e-06,1,2,1.2544604975566291
AUDUSD,2024-10-08,4.3799721708658004e-05,287,1.0204666807058953e-05,1.0480173266193544e-05,4,4,0.9916955072794332
AUDUSD,2024-10-09,4.106158139622157e-05,287,1.4752442861616393e-05,1.5599648224696974e-05,3,3,1.2077021804102546
AUDUSD,2024-10-10,4.7897741988922214e-05,287,2.0862373548833997e-05,2.4792630966068773e-05,6,9,0.7799385591734714
AUDUSD,2024-10-11,2.2334466736021593e-05,251,3.1710098220656375e-06,4.993775768803682e-06,1,2,0.8439112564543124
AUDUSD,2024-10-14,4.290679223076257e-05,287,1.8047967571109214e-05,2.1177219886445187e-05,4,6,1.3193825451956178
AUDUSD,2024-10-15,2.857788756660527e-05,287,2.250424128901004e-06,3.409734219871385e-06,2,2,0.9735993185690323
AUDUSD,2024-10-16,2.239447989541922e-05,287,1.6982611324097504e-06,1.2006515717080388e-06,2,1,1.0267315285801766
AUDUSD,2024-10-17,3.4731874470888805e-05,287,1.4477944207172115e-05,1.6395542728522918e-05,3,5,0.7407921218756881
AUDUSD,2024-10-18,1.621440864475924e-05,251,6.252945144839447e-07,0.0,1,0,1.063685625775412
AUDUSD,2024-10-21,2.0907644589361916e-05,287,1.4712614455003991e-06,1.8078881302296438e-06,2,2,1.22963891726957
AUDUSD,2024-10-22,1.7887108175347372e-05,287,1.0752589992213925e-06,2.050369975866257e-06,1,2,0.995073023460976
AUDUSD,2024-10-23,1.8912802362615054e-05,287,2.1970614122041132e-06,3.526046182219811e-06,4,4,0.9494205146505309
AUDUSD,2024-10-24,1.170163903746455e-05,191,1.38191480418463e-06,1.38191480418463e-06,1,1,0.7203660223649224
AUDUSD,2024-10-25,1.5141572573920773e-05,251,0.0,0.0,0,0,1.0158990854035042
AUDUSD,2024-10-28,1.6512922855840375e-05,287,0.0,1.884767490771113e-06,0,2,1.3092034787766187
AUDUSD,2024-10-29,2.5554050637561025e-05,287,0.0,3.957614131336683e-06,0,4,0.8781777688363831
AUDUSD,2024-10-30,2.3585319892357827e-05,191,5.850596059274214e-06,5.850596059274214e-06,3,3,0.9801638817833038
AUDUSD,2024-10-31,2.0744446297875213e-05,287,2.3706549278954063e-06,2.3706549278954063e-06,1,1,0.8914613471355197
AUDUSD,2024-11-01,2.9114033787363948e-05,239,1.1536876127916294e-05,1.1727106267105395e-05,5,4,0.9812734705242929
AUDUSD,2024-11-04,2.53197244005206e-05,287,1.636132542294599e-06,0.0,2,0,1.3984833319380412
AUDUSD,2024-11-05,1.9324338551490797e-05,287,4.3464535263053935e-06,8.183668760412353e-07,8,1,1.3542520792498483
AUDUSD,2024-11-06,9.605100702018819e-05,287,4.411249811745021e-06,4.411249811745021e-06,1,1,0.9735100269960988
AUDUSD,2024-11-07,5.473318657051997e-05,287,1.0803520079001242e-05,7.033302624893634e-06,4,2,1.0361970919658854
AUDUSD,2024-11-08,4.6898141435077914e-05,263,4.020835599490099e-06,1.1835890260456457e-05,1,4,0.9214419395598467
AUDUSD,2024-11-11,2.762504193545423e-05,287,0.0,0.0,0,0,1.2035233045970306
AUDUSD,2024-11-12,3.84571716976267e-05,287,0.0,0.0,0,0,1.0567823283356523
AUDUSD,2024-11-13,4.742216198420007e-05,287,1.612205015167048e-05,2.0074864805388777e-05,3,5,0.7638511630039416
AUDUSD,2024-11-14,5.409574607815569e-05,287,1.2847281717927628e-05,1.385457799669976e-05,4,3,1.2004485195670982
AUDUSD,2024-11-15,3.1807368649517904e-05,263,4.954471498693618e-06,9.112399960390808e-06,1,4,0.8611554228793573
AUDUSD,2024-11-18,2.5554647544279505e-05,287,0.0,0.0,0,0,1.2858308695191767
AUDUSD,2024-11-19,2.9972884047320927e-05,287,2.2281141283446576e-06,4.35905940109472e-06,1,2,0.9074502424585424
AUDUSD,2024-11-20,2.010214514657928e-05,287,0.0,1.1630535446472017e-06,0,1,0.9768755522070931
AUDUSD,2024-11-21,3.0666136608148236e-05,287,2.0400335221945594e-06,3.293282590958706e-06,1,2,0.900299504379342
AUDUSD,2024-11-22,3.9996848386201305e-05,263,8.58846573760684e-06,8.58846573760684e-06,1,1,0.9881946523154626
AUDUSD,2024-11-25,4.695267180613018e-05,287,1.736486068317326e-05,1.7585277804592595e-05,5,4,1.4841412846277062
AUDUSD,2024-11-26,6.223312666739318e-05,287,1.5045174303563324e-05,2.035751157462893e-05,7,8,1.0020509460789495
