pair,Date,rv_kiem,n_o,j_bcl,j_tho,n_nhay_bcl,n_nhay_tho,ti_chuky
USDCAD,2010-03-17,3.0215719100553776e-05,285,9.806845611043187e-07,4.744218893214238e-06,1,2,0.8747059054846059
USDCAD,2010-03-18,2.762717504216987e-05,287,3.0725397654191656e-06,3.609439202308134e-06,3,2,1.0526939729177103
USDCAD,2010-03-19,7.121568567011254e-05,251,3.0440803581536057e-05,3.676135552790258e-05,3,6,0.9901014542137372
USDCAD,2010-03-22,3.6518945100476224e-05,284,2.767188518552044e-06,6.906444194458202e-06,1,4,1.0812433368993888
USDCAD,2010-03-23,3.253719843298138e-05,286,1.3843547931363836e-06,4.896437479685123e-06,1,3,0.9216496230845939
USDCAD,2010-03-24,5.602693368410076e-05,285,1.154284289305382e-06,1.539011726361008e-05,1,9,1.0111460159610572
USDCAD,2010-03-25,4.3545036368798825e-05,285,2.7720689228898422e-06,7.415965704245386e-06,1,4,1.0810670155406694
USDCAD,2010-03-26,5.025162746491267e-05,250,0.0,1.6248186551134008e-05,0,8,0.7909922663376401
USDCAD,2010-03-29,3.425244146776299e-05,287,0.0,5.48324205359664e-06,0,3,1.2534490544504935
USDCAD,2010-03-30,2.6988519879177254e-05,286,7.781653134438188e-07,5.280078882530316e-06,1,5,0.9990209319537828
USDCAD,2010-03-31,4.124914804483002e-05,286,1.223253725206663e-05,1.2365923990035691e-05,7,5,1.034541911055706
USDCAD,2010-04-01,2.9451395693454968e-05,284,3.5395717584208225e-07,1.41246560732043e-06,1,1,1.022578629853331
USDCAD,2010-04-02,1.6784202640306235e-05,242,8.00893655351415e-06,9.25509298510832e-06,7,8,0.6916062306780978
USDCAD,2010-04-05,1.6476065212487147e-05,278,4.229991457665729e-06,6.149630360470587e-06,4,9,1.3961492262198458
USDCAD,2010-04-06,2.862951121717574e-05,286,1.4817649581296624e-06,0.0,3,0,1.3590760391401207
USDCAD,2010-04-07,3.02826976755435e-05,286,2.415475230169083e-06,1.6780866206195555e-05,2,23,0.9891946037706356
USDCAD,2010-04-08,3.003365565339476e-05,282,1.9322066779609685e-06,5.304057559938492e-06,3,3,0.9347882538950271
USDCAD,2010-04-09,5.2706964725389946e-05,251,2.630201402001126e-05,3.193271253275855e-05,4,7,0.7744083399867397
USDCAD,2010-04-12,3.3427025775881447e-05,280,8.338101482434557e-06,8.338101482434557e-06,2,2,1.5396441976186026
USDCAD,2010-04-13,2.522448791723266e-05,284,3.56852808030062e-07,3.6564729269379e-06,1,2,1.0860343071840617
USDCAD,2010-04-14,2.6178844135659578e-05,285,4.873019961907055e-06,1.4386213591912727e-05,3,20,0.910915922404652
USDCAD,2010-04-15,2.3505898646753297e-05,283,0.0,0.0,0,0,0.9657100267982147
USDCAD,2010-04-16,6.506249007302414e-05,251,0.0,2.6282785563339686e-05,0,7,0.7637926363252752
USDCAD,2010-04-19,4.228293081889298e-05,287,3.735045401505702e-06,9.399418444033878e-06,2,4,1.2199431551744888
USDCAD,2010-04-20,0.00010808159299571893,285,7.711405731818004e-05,7.861733732562629e-05,5,5,0.5772340199588798
USDCAD,2010-04-21,3.219555713691366e-05,286,6.4295425693571e-07,1.4480983451855775e-06,1,1,0.9373877463926036
USDCAD,2010-04-22,3.90923331121754e-05,287,9.96608815927621e-07,3.681349958343173e-06,1,2,1.0904375238914539
USDCAD,2010-04-23,6.355722916791303e-05,251,1.7601307573623678e-05,1.7601307573623678e-05,1,1,0.859879756228608
USDCAD,2010-04-26,3.574535416591166e-05,284,4.012833469471215e-06,4.012833469471215e-06,1,1,0.995207589877682
USDCAD,2010-04-27,6.950385130831341e-05,285,9.38809857571969e-06,2.9891329462717757e-05,1,10,0.8539910704264441
USDCAD,2010-04-28,8.726268287618754e-05,287,9.846079936238849e-06,1.6422794203130513e-05,4,4,0.8958850103208089
USDCAD,2010-04-29,3.2905038100381375e-05,282,1.4762611446722302e-06,1.426559173451842e-06,3,1,1.1131136116619957
USDCAD,2010-04-30,6.699456651591307e-05,249,0.0,3.6363270359890546e-05,0,12,0.6408913839258611
USDCAD,2010-05-03,3.290153054605601e-05,284,9.714274120066152e-07,3.879183941954505e-06,1,2,1.2252206096821314
USDCAD,2010-05-04,5.9344473453155295e-05,284,5.526580188160402e-06,1.9143696455910456e-05,1,9,0.8475333792713297
USDCAD,2010-05-05,8.052309941213815e-05,287,0.0,7.183132720861839e-06,0,2,0.8015090275607005
USDCAD,2010-05-06,0.00039326351868924296,287,0.00019714560388285637,0.00021488834780010384,5,7,1.1142381167755173
USDCAD,2010-05-07,0.00031053189990817767,252,5.452055298295908e-05,9.045515684610518e-05,2,4,0.8381041786822879
USDCAD,2010-05-10,0.00011589898229081806,286,0.0,5.96804462071806e-06,0,1,1.2752147410820225
USDCAD,2010-05-11,9.483216311358674e-05,287,0.0,6.2119263377715885e-06,0,2,1.1977483559958109
USDCAD,2010-05-12,5.375547558851525e-05,285,1.1486209890683616e-05,9.098399350815414e-06,11,5,1.3075227637649822
USDCAD,2010-05-13,5.4921613595549795e-05,287,0.0,1.1556980605737503e-05,0,5,0.8996672928539828
USDCAD,2010-05-14,6.845318757965399e-05,249,2.749939946362837e-06,2.09218550376375e-05,1,9,0.7506863965444104
USDCAD,2010-05-17,0.00012544205678087148,286,7.901592218343453e-06,5.787939093597731e-06,2,1,1.4434152822391562
USDCAD,2010-05-18,0.0001093031465041208,287,5.781871117699413e-06,0.0,2,0,1.1862935076636894
USDCAD,2010-05-19,0.0001787940265185794,287,0.0,0.0,0,0,1.0287012207607498
USDCAD,2010-05-20,0.00024312936025246512,286,4.224287485037063e-06,3.7447619325119904e-05,1,4,1.0333471706837192
USDCAD,2010-05-21,0.00023183167403550314,251,3.816740455594719e-05,1.398550672615437e-05,4,1,1.314471206941054
USDCAD,2010-05-24,0.00010836794949627902,287,3.904600852941679e-06,0.0,1,0,1.4993215120437389
USDCAD,2010-05-25,0.0001616390262583181,287,1.4645369162458882e-05,8.325923457598087e-06,2,1,1.2249535318809235
USDCAD,2010-05-26,0.00015027159505164186,287,5.927696397070382e-06,3.791221613836301e-05,1,4,0.9972318204290577
USDCAD,2010-05-27,0.00014533396487278474,287,2.5491930735512235e-06,1.97720849906231e-05,1,2,1.0974288793742168
USDCAD,2010-05-28,0.00011281924652187743,251,1.288344804238768e-05,9.286227345028762e-06,2,1,1.0456349121872424
USDCAD,2010-05-31,6.957895342111483e-05,287,9.423589988443821e-06,1.5527697403795448e-05,5,4,1.4279347164270302
USDCAD,2010-06-01,0.0001295311265122887,287,1.7931149308574601e-06,2.0274503641399652e-05,1,2,0.9248219726862953
USDCAD,2010-06-02,0.00010010909214822376,286,6.274603424952911e-06,0.0,2,0,1.2294402675652594
USDCAD,2010-06-03,7.671590117301035e-05,285,0.0,1.3140704770267929e-05,0,3,1.0059633214772088
USDCAD,2010-06-04,0.00015608892158086842,251,6.456471966628667e-05,7.857580296879824e-05,4,6,0.6520027742398042
USDCAD,2010-06-07,0.00010434342501046889,287,0.0,6.494819229035666e-06,0,1,1.3829692276429948
USDCAD,2010-06-08,0.00012195649325779871,287,0.0,1.313521409824531e-05,0,2,1.0762071011390506
USDCAD,2010-06-09,7.137223138414843e-05,287,2.044125218305108e-06,0.0,1,0,1.0406449950755237
USDCAD,2010-06-10,8.107807640282366e-05,287,0.0,7.919505052317893e-06,0,2,1.1201774370435464
USDCAD,2010-06-11,8.952044116880125e-05,251,2.2906436796476425e-06,2.342315911971063e-05,2,5,0.8733464573745987
USDCAD,2010-06-14,4.839730709390572e-05,287,2.116113603408515e-06,9.380639327591191e-06,1,6,1.2907553167339185
USDCAD,2010-06-15,5.500122921310332e-05,284,0.0,0.0,0,0,1.1356606313859345
USDCAD,2010-06-16,5.338657272224559e-05,280,1.152257648924363e-06,1.44524208586476e-05,1,5,0.6971237988928027
USDCAD,2010-06-17,5.267937351022229e-05,286,6.6651695432025056e-06,1.497799326327582e-05,4,7,0.9239362858745496
USDCAD,2010-06-18,4.020559313974142e-05,252,4.471188029811073e-06,5.388336229160395e-06,4,3,1.1470935714212238
USDCAD,2010-06-21,5.6483339682145985e-05,286,9.09498826740922e-06,1.4033150117116132e-05,3,6,1.5619964356068794
USDCAD,2010-06-22,6.046050216285077e-05,284,1.0676535576162674e-05,1.1912134469343401e-05,3,3,1.2154874791694996
USDCAD,2010-06-23,8.051724123738996e-05,284,1.1731403304789018e-05,4.466310044721641e-05,4,16,0.7835629370406323
USDCAD,2010-06-24,5.8217332431786825e-05,284,8.309975481292281e-06,2.3272488810204742e-05,2,10,0.8608488322515634
USDCAD,2010-06-25,5.3761287738665755e-05,251,0.0,0.0,0,0,0.9599344610690715
USDCAD,2010-06-28,3.6705479170995785e-05,282,0.0,2.6931935004819715e-06,0,2,1.3284439178800895
USDCAD,2010-06-29,7.50600666421961e-05,286,0.0,1.1284190422905106e-05,0,2,1.1204003841181214
USDCAD,2010-06-30,7.555116209291972e-05,286,7.560806708342595e-06,2.725301011512023e-05,4,9,1.0032367389893804
USDCAD,2010-07-01,8.634223609819053e-05,284,2.8846783071747923e-06,1.2709334832274713e-05,1,3,0.9678252299849426
USDCAD,2010-07-02,6.612584319341691e-05,251,1.283289498748668e-06,1.9578283565812143e-05,1,4,0.9646412578849697
USDCAD,2010-07-05,2.8883109951782052e-05,281,4.149738997614422e-06,4.492239106070947e-06,5,3,1.4915657723258315
USDCAD,2010-07-06,6.67999824692019e-05,285,0.0,1.4980806019670098e-05,0,4,0.9380519888799208
USDCAD,2010-07-07,5.021329068196448e-05,285,1.7616351070438346e-06,0.0,1,0,0.9902763571525687
USDCAD,2010-07-08,5.8805464230793296e-05,282,5.6669416894898475e-06,2.3862904513962617e-05,3,12,0.9701939947411745
USDCAD,2010-07-09,8.201462141884279e-05,248,5.561521739563578e-05,5.833166716622973e-05,3,4,0.8500799215850442
USDCAD,2010-07-12,4.0279608674795684e-05,286,5.961789938124968e-07,5.282051671919003e-06,1,3,1.2672300109350825
USDCAD,2010-07-13,5.2536925764936376e-05,284,1.1651195914939525e-05,1.5830835324949377e-05,4,6,1.093162097589556
USDCAD,2010-07-14,5.635645877298589e-05,281,6.21081895812695e-06,1.7802311226618353e-05,6,8,0.8840574592870969
USDCAD,2010-07-15,9.071853774992613e-05,283,3.3527846829101797e-06,2.672656335608614e-05,1,7,0.9359989065487275
USDCAD,2010-07-16,7.267936713168894e-05,251,1.668284012565699e-05,2.6314327027754678e-05,2,5,0.8281182375663807
USDCAD,2010-07-19,4.2596706825143964e-05,284,7.233283284692475e-06,1.2364862501421004e-05,3,6,1.153256996203369
USDCAD,2010-07-20,9.725437186153271e-05,285,4.042626081927807e-06,3.3116726752485746e-05,1,7,0.9819187018285563
USDCAD,2010-07-21,6.735923629403562e-05,282,1.1725873116779772e-05,1.0609844264841966e-05,3,2,0.9803487375404173
USDCAD,2010-07-22,5.9074812159790765e-05,284,0.0,6.704518856516477e-06,0,1,0.894909020168023
USDCAD,2010-07-23,5.299207652384246e-05,250,3.000754995514025e-06,1.8208921327570875e-05,1,10,1.0494691684960387
USDCAD,2010-07-26,4.263993452721679e-05,284,0.0,5.5707076995581074e-06,0,3,1.2178862789659506
USDCAD,2010-07-27,5.245864009170635e-05,280,5.81140371021753e-06,1.7051314192995687e-05,1,5,0.8604056019404277
USDCAD,2010-07-28,5.408935877960398e-05,286,4.502427635859831e-06,1.139367398287749e-05,2,5,1.074421261062277
USDCAD,2010-07-29,4.7565813612127584e-05,285,0.0,1.2453277869564886e-05,0,6,0.8720680010632302
USDCAD,2010-07-30,5.602953002491298e-05,249,2.702806536089376e-06,1.578179114950332e-05,1,7,0.9151500323146596
USDCAD,2010-08-02,3.33233176345408e-05,286,3.4191893358516067e-07,3.0977668113010374e-06,1,1,1.202545647664836
USDCAD,2010-08-03,3.6440790520995815e-05,284,1.7276210856559602e-06,8.144203397899797e-06,2,4,0.9060448508662922
USDCAD,2010-08-04,3.7495407295886775e-05,284,2.6362788126913316e-06,2.7733521437819445e-06,3,2,1.1800381850860435
USDCAD,2010-08-05,3.5167888653765534e-05,280,7.789130943064842e-06,1.0845639741212308e-05,2,4,0.723950479939298
USDCAD,2010-08-06,6.365536403148275e-05,242,1.803229715166992e-05,3.12074367208663e-05,2,6,0.6027269088562118
USDCAD,2010-08-09,2.1168712539653153e-05,281,0.0,9.7856226562489e-06,0,20,1.2464349258436838
USDCAD,2010-08-10,6.789370028392732e-05,284,2.7404608910735433e-05,2.8294519376401218e-05,10,8,1.1070465192192114
USDCAD,2010-08-11,6.18112970236628e-05,282,1.1053213896801476e-05,1.313530480336278e-05,2,2,1.0513390699744118
USDCAD,2010-08-12,5.47831948553751e-05,285,0.0,1.796900461880508e-05,0,9,0.8840671271940016
USDCAD,2010-08-13,4.775616504322378e-05,251,4.675675302089835e-06,1.5543457953881956e-05,2,5,0.9461582475954966
USDCAD,2010-08-16,5.103686650007043e-05,281,3.956851315445524e-06,1.3120330340305752e-05,3,8,1.4899627463152845
USDCAD,2010-08-17,4.3259550091883395e-05,284,0.0,2.0832558140344302e-06,0,1,1.1838220370489851
USDCAD,2010-08-18,3.841588382267712e-05,281,4.709538089107568e-06,3.7139966320964296e-06,6,2,1.121449952761285
USDCAD,2010-08-19,8.579586357478007e-05,283,4.4974829737539256e-05,5.262972260460325e-05,7,11,0.6557350920017367
USDCAD,2010-08-20,4.9534812551277826e-05,251,1.5642792516245765e-05,1.9610507975392338e-05,3,6,0.9698666261648076
USDCAD,2010-08-23,4.0100008097154944e-05,285,2.3388948802085944e-06,7.98400287977418e-06,1,4,1.2850305571178067
USDCAD,2010-08-24,5.015882613956471e-05,285,5.543793852304625e-06,1.819955918371487e-05,4,10,1.030755055052434
USDCAD,2010-08-25,4.729975569075165e-05,282,0.0,1.2684492450197903e-05,0,6,0.9669640214154783
USDCAD,2010-08-26,5.5433833778742937e-05,279,1.6204260945000416e-06,1.3831941237858547e-05,2,6,0.8645197557824337
USDCAD,2010-08-27,6.367832163077863e-05,246,0.0,3.100673180934078e-05,0,10,0.5910194838367548
USDCAD,2010-08-30,2.7382946895104795e-05,283,1.101173389508067e-06,0.0,1,0,1.509945938029177
USDCAD,2010-08-31,5.1914596528538125e-05,282,2.039984489299758e-06,1.323902152688418e-05,3,8,0.9268836133245023
USDCAD,2010-09-01,4.670987334228584e-05,286,1.6708704233055846e-05,1.6702103175832692e-05,5,2,0.9356282895537821
USDCAD,2010-09-02,4.418064643364973e-05,281,1.821326218217189e-06,1.1036597958569857e-05,2,6,0.9116130427223175
USDCAD,2010-09-03,0.00010024541201355957,250,6.24534189239513e-05,7.297810986090999e-05,4,8,0.49207682124568985
USDCAD,2010-09-06,1.777772217985447e-05,265,6.8906004372946365e-06,9.267388989964135e-06,9,15,1.5929562952945633
USDCAD,2010-09-07,4.730759519478353e-05,284,1.8804913286243716e-06,1.1082945412075842e-05,2,3,1.0492217944263194
USDCAD,2010-09-08,6.264222111003928e-05,284,2.056488977799939e-05,2.731058805517754e-05,7,9,0.8058369287292124
USDCAD,2010-09-09,3.0063866853728657e-05,285,7.579735111229411e-07,2.937077348300202e-06,1,2,1.0428644910741272
USDCAD,2010-09-10,5.360766964847628e-05,250,1.9522922678979204e-05,2.0874743196792455e-05,2,3,0.9126354230471041
USDCAD,2010-09-13,3.019815505686312e-05,282,5.155769429585766e-06,3.069489199670871e-06,4,1,1.4310506533525378
USDCAD,2010-09-14,4.8695331839062285e-05,283,4.595121895182696e-06,1.3979587074309848e-05,1,6,0.9676669865962991
USDCAD,2010-09-15,4.901008883768305e-05,287,5.655489437805689e-06,9.104932115536223e-06,5,5,1.1180343070631447
USDCAD,2010-09-16,3.225306410726451e-05,285,0.0,3.205554096033478e-06,0,2,0.8621916974078246
USDCAD,2010-09-17,3.8784796283589915e-05,250,4.669811714437516e-07,5.058465247308784e-06,1,3,0.9702429159861891
USDCAD,2010-09-20,3.836306078698859e-05,285,2.0771551768559787e-06,7.524123281749797e-06,2,4,1.2783219759728714
USDCAD,2010-09-21,7.885698540272204e-05,285,4.555593867534559e-05,4.827502398571045e-05,6,7,1.0620853936432735
USDCAD,2010-09-22,7.66021371698453e-05,284,1.8194929485914115e-05,3.5946242233808564e-05,2,7,0.7184375023904908
USDCAD,2010-09-23,4.253369418171661e-05,276,0.0,6.338544171131452e-06,0,4,0.8716982997844399
USDCAD,2010-09-24,5.66189285246148e-05,249,6.031512222442511e-06,1.4274908831525922e-05,3,3,0.9822155917279031
USDCAD,2010-09-27,3.4318916393633204e-05,285,2.432536063475136e-06,2.4395010102324603e-06,3,1,1.36567201052843
USDCAD,2010-09-28,5.1151623571079564e-05,280,9.650141809057052e-06,2.059576140718389e-05,4,9,0.885642085354363
USDCAD,2010-09-29,3.9109939162248046e-05,282,3.253952173868987e-06,5.822823412607176e-06,2,3,0.9535543223750284
USDCAD,2010-09-30,8.190638580062717e-05,284,1.4487851551915344e-05,4.63572526409285e-05,3,17,0.6932116364222733
USDCAD,2010-10-01,6.271285054920486e-05,245,4.623007876020175e-06,3.314689481570242e-05,1,9,0.641373413772309
USDCAD,2010-10-04,3.4284997465180635e-05,281,3.1176307081900213e-06,2.2023282800125706e-05,2,29,1.1036676419580422
USDCAD,2010-10-05,4.3565298740382774e-05,284,8.79155926186389e-06,5.498161589974946e-06,9,3,1.40199290163761
USDCAD,2010-10-06,5.373903613910362e-05,283,1.1588073737381843e-05,2.2814239642447642e-05,3,9,0.661103795279031
USDCAD,2010-10-07,6.200876122053259e-05,282,6.012614980910426e-06,2.0998074303383533e-05,1,8,0.835025258993127
USDCAD,2010-10-08,6.834248899583367e-05,248,0.0,2.9926002826984402e-05,0,10,0.7056602324648846
USDCAD,2010-10-11,2.837667142038526e-05,282,2.1648163018152584e-06,0.0,2,0,1.504451102377574
USDCAD,2010-10-12,4.2434186863480575e-05,284,2.8057782563293436e-06,7.250313680268409e-06,2,5,0.9860251335728477
USDCAD,2010-10-13,2.6831011771797334e-05,283,3.019131187578946e-06,1.5612952000871326e-05,3,22,0.9434325195290609
USDCAD,2010-10-14,4.341879943026732e-05,284,0.0,5.36393104877087e-06,0,3,0.839275790479127
USDCAD,2010-10-15,7.563864937832815e-05,250,9.54404775882175e-06,4.219707223138012e-05,1,16,0.6439084563991188
USDCAD,2010-10-18,4.341710264621121e-05,286,6.352971188708289e-06,9.916887959298136e-06,4,5,1.4337277310119834
USDCAD,2010-10-19,8.237710042120839e-05,286,1.9943148827175886e-05,1.9943148827175886e-05,3,3,0.8611404276124391
USDCAD,2010-10-20,4.979476879087515e-05,286,0.0,0.0,0,0,0.9740797409455199
USDCAD,2010-10-21,5.7940349977579514e-05,286,6.387619347630404e-06,1.819881192046761e-05,3,9,1.0676612907280685
USDCAD,2010-10-22,4.1308067001332344e-05,251,1.4939692101137495e-06,8.256950044013334e-06,2,4,0.9448765294100391
USDCAD,2010-10-25,3.7312269893048677e-05,281,3.020145185159887e-06,1.6248535431485268e-06,3,1,1.6294108791910091
USDCAD,2010-10-26,4.125838539762422e-05,279,6.163560320012588e-07,7.219914403580071e-06,1,4,0.9656865308302659
USDCAD,2010-10-27,5.345265428000136e-05,283,2.913307558549757e-06,1.087411648012585e-05,2,6,1.1405984660433939
USDCAD,2010-10-28,4.053073612847891e-05,285,3.471522826192784e-06,1.164148650466044e-05,1,6,0.7739307080466655
USDCAD,2010-10-29,3.9788504590448674e-05,251,0.0,6.132142771718846e-06,0,2,0.9790254277072064
USDCAD,2010-11-01,3.641605149734923e-05,284,4.761401687502068e-07,4.449852121615883e-06,1,2,1.136735048970885
USDCAD,2010-11-02,2.828854311184113e-05,283,6.247887046765638e-07,1.6581780365727821e-06,1,1,1.0511905648694275
USDCAD,2010-11-03,0.00010102087679995949,284,6.887145778560853e-05,7.125693361205124e-05,11,9,1.7085943191796444
USDCAD,2010-11-04,3.290652530074078e-05,283,2.225951512201551e-06,6.693386516385055e-06,2,2,0.9151107802429828
USDCAD,2010-11-05,3.694897049567147e-05,245,6.0563381269511066e-06,1.4958162135420027e-05,2,3,0.7556320869105424
USDCAD,2010-11-08,2.9416978672879293e-05,280,6.369390915315114e-07,1.6743924175871464e-06,1,1,1.394432801282729
USDCAD,2010-11-09,5.3529498181290595e-05,286,9.09955664251365e-06,1.7336428608321016e-05,3,8,1.315805698492811
USDCAD,2010-11-10,6.729424771298372e-05,287,9.853628357888063e-07,2.4217270586215667e-05,1,13,0.9991833574411537
USDCAD,2010-11-11,4.22440832730826e-05,286,4.804260897033307e-06,3.3652052424307084e-06,4,2,1.1853364108970192
USDCAD,2010-11-12,8.841384321832043e-05,264,1.5623501213220033e-05,1.9553243151684636e-05,3,4,1.0829852282643133
USDCAD,2010-11-15,3.7746178068207045e-05,286,5.379288592487624e-06,3.052840025314959e-06,5,2,1.4554933863696824
USDCAD,2010-11-16,7.141297102654236e-05,286,1.0715650326444322e-05,2.676681050977306e-05,3,10,0.8695383472844511
USDCAD,2010-11-17,4.845668930879918e-05,287,5.862241871050975e-06,1.1254046615109062e-05,3,6,1.043357689830932
USDCAD,2010-11-18,4.064136935097742e-05,285,3.1559488103284963e-06,3.2749570857298155e-06,3,2,1.0904361665979725
USDCAD,2010-11-19,2.6630127980681338e-05,261,1.6264479439790974e-06,5.085070532603516e-06,1,2,0.9549037436352832
USDCAD,2010-11-22,3.338718642997538e-05,282,5.413356471888478e-06,7.285750823118811e-06,2,3,1.2150078860769962
USDCAD,2010-11-23,5.588545629608606e-05,284,0.0,1.6231896400963376e-05,0,9,0.9522397876427117
USDCAD,2010-11-24,4.362627751764197e-05,284,0.0,7.518134300818127e-06,0,4,0.9111149274431224
USDCAD,2010-11-25,2.174471698873124e-05,282,6.285091536026149e-07,8.874782369691507e-06,1,16,1.154490549667075
USDCAD,2010-11-26,5.946745552405933e-05,262,1.1846916840803281e-05,2.1195203417970937e-05,3,7,1.026641200436325
USDCAD,2010-11-29,4.554442283430745e-05,287,0.0,7.005332607744621e-06,0,4,1.2998362192754827
USDCAD,2010-11-30,7.012677980191415e-05,285,2.2783538906730186e-05,2.7498496928046136e-05,4,6,0.9682483600552315
USDCAD,2010-12-01,4.7092798553358126e-05,287,8.953610874902399e-06,1.2245944325200215e-05,5,6,1.1906889198944788
USDCAD,2010-12-02,4.7234206730443496e-05,285,0.0,1.028859459286622e-05,0,5,0.8764389474013996
USDCAD,2010-12-03,6.257168853852301e-05,261,1.4310946129861653e-05,3.780592001536971e-05,1,11,0.524962387338794
USDCAD,2010-12-06,3.149794043740439e-05,284,1.6429253683838564e-06,0.0,3,0,1.4327555432561232
USDCAD,2010-12-07,3.7595168358097735e-05,287,1.9206201549208806e-06,3.5797841265596497e-06,1,2,1.1591171761236536
USDCAD,2010-12-08,4.752609015864486e-05,286,6.631331336311962e-06,1.0882002002884788e-05,2,4,0.8657372535003933
USDCAD,2010-12-09,3.396514241359279e-05,285,1.7762841415622344e-06,1.4183593537925502e-06,2,1,1.116264631001511
USDCAD,2010-12-10,1.5262488754795524e-05,262,2.8926766954546916e-06,5.374038322370206e-06,4,10,1.0767147752930823
USDCAD,2010-12-13,1.9089309201837206e-05,280,1.511604468628479e-06,8.935697802485762e-06,3,13,1.1873979305403268
USDCAD,2010-12-14,3.3834174502451e-05,281,8.931729654452506e-06,2.083442325697519e-05,4,22,0.9268665794921566
USDCAD,2010-12-15,3.251138326570281e-05,281,0.0,4.302793877967399e-06,0,3,0.8442282183711585
USDCAD,2010-12-16,2.5378042782449817e-05,284,1.088211734444947e-06,0.0,3,0,1.1463450245111377
USDCAD,2010-12-17,3.566449313719919e-05,261,4.745576303358588e-06,1.1249214601418054e-05,1,3,0.7835118912979337
USDCAD,2010-12-20,3.1253559307354324e-05,285,9.545453423666861e-06,8.116448201119414e-06,5,2,1.2999412111338318
USDCAD,2010-12-21,2.6143320305171675e-05,279,1.167932901257166e-06,1.420629195317237e-05,1,16,0.9046079960682496
USDCAD,2010-12-22,2.0769794067213846e-05,277,2.77016787580907e-06,1.090101734349826e-05,3,17,0.9834005541900185
USDCAD,2010-12-23,2.306425376086559e-05,265,1.7902308872269944e-06,1.2300156238480386e-05,5,18,0.9635029357018974
USDCAD,2010-12-24,4.241269993745202e-05,221,2.6587331256403568e-05,3.3234612774018634e-05,7,19,0.7272433254401607
USDCAD,2010-12-27,1.5493067906080216e-05,272,1.113058367551068e-06,4.27820615473683e-06,2,9,1.3768975579102147
USDCAD,2010-12-28,3.202365075399302e-05,283,1.0777237263842373e-05,1.0291665975451446e-05,6,5,1.1386602856789705
USDCAD,2010-12-29,3.232848470374209e-05,273,1.58930904512218e-05,2.0837804049319672e-05,4,15,0.8863725484771369
USDCAD,2010-12-30,1.2717390521786228e-05,276,3.178421499611697e-06,4.467091783146867e-06,7,9,1.017806578288453
USDCAD,2010-12-31,2.0330893781450486e-05,230,5.0057334985293485e-06,1.0930552774663669e-05,9,18,0.990470211450006
USDCAD,2011-01-03,1.9179038706142045e-05,281,2.8605032248052613e-06,7.947448225653545e-06,3,11,1.3805778950571832
USDCAD,2011-01-04,3.796161376476312e-05,285,6.548268251911411e-06,8.818884705684669e-06,2,3,1.0340218898703826
USDCAD,2011-01-05,3.902729116193721e-05,284,1.7066839606277956e-06,6.395987096968171e-06,2,3,0.9566740324183369
USDCAD,2011-01-06,2.7060933881263623e-05,278,3.7665204461573225e-06,5.237249370544292e-06,3,2,0.9905244440368797
USDCAD,2011-01-07,4.501891583666768e-05,260,1.2492886798490338e-05,1.586456504637309e-05,4,6,0.8506735119046261
USDCAD,2011-01-10,3.038692446390179e-05,281,2.9106301951217183e-06,4.613377333384103e-06,1,2,1.2086995331875918
USDCAD,2011-01-11,2.9139056518408887e-05,286,5.580491721690939e-06,4.567363693124099e-06,3,2,1.2265664658197777
USDCAD,2011-01-12,2.3893572101439373e-05,284,1.5304718663579729e-06,0.0,2,0,1.100763805337579
USDCAD,2011-01-13,2.9213710870535034e-05,283,4.94426690901747e-06,1.720674893794705e-05,1,23,0.9095051287141903
USDCAD,2011-01-14,3.1965634029403506e-05,260,8.011649742825755e-06,9.463822728092011e-06,3,4,0.7396956250673753
USDCAD,2011-01-17,1.7409719055111784e-05,276,0.0,7.588493695809649e-06,0,13,1.1319172701035174
USDCAD,2011-01-18,3.973457957705766e-05,284,6.65633057777135e-06,1.7307054556880002e-05,2,5,0.7868542446817874
USDCAD,2011-01-19,3.77231271418995e-05,282,1.4727184718144578e-06,4.639979637508061e-06,2,3,0.8964540447221129
USDCAD,2011-01-20,4.0331922217246556e-05,286,0.0,3.929828231865258e-06,0,2,1.055135298082067
USDCAD,2011-01-21,3.410235699144124e-05,263,2.028795028697191e-06,4.380383227681485e-06,2,2,1.0093865157932178
USDCAD,2011-01-24,2.7841426666440585e-05,284,8.198907790594576e-07,1.457143924847682e-06,1,1,1.2314127816469085
USDCAD,2011-01-25,3.003788094304299e-05,281,6.586838892725909e-06,5.647614982812674e-06,5,3,1.117177872670643
USDCAD,2011-01-26,3.3341781291377356e-05,283,4.292778800623704e-06,3.1531888027717186e-06,4,2,1.0044746111835507
USDCAD,2011-01-27,4.1209731633007465e-05,286,7.373896266893082e-06,9.82676612327575e-06,4,3,0.8843966447989039
USDCAD,2011-01-28,2.5109400488877192e-05,257,0.0,0.0,0,0,0.9005196062112226
USDCAD,2011-01-31,3.5021573944940174e-05,285,9.97803790618912e-07,2.2637859119027218e-05,1,31,1.119121978333945
USDCAD,2011-02-01,2.709064783720165e-05,283,1.0133328899681683e-06,0.0,2,0,1.1469835335085046
USDCAD,2011-02-02,1.798213771462027e-05,282,0.0,5.067933584031338e-06,0,11,1.0494856639787042
USDCAD,2011-02-03,2.348950226675654e-05,277,5.4910599438955585e-06,1.1092888216518878e-05,5,15,1.1864796173178447
