pair,Date,n_bin,rv_kiem,hhi,top1,top12
EURUSD,2011-05-25,287,6.205039062683167e-05,0.019282408837167996,0.08365893381417083,0.3605427191852914
EURUSD,2011-05-26,287,5.2631534032765334e-05,0.01719697195541384,0.06384155630505435,0.356171656475938
EURUSD,2011-05-27,251,5.6457922417264e-05,0.01587295094258416,0.05021393858904445,0.33429314168012286
EURUSD,2011-05-30,286,1.7972085484104147e-05,0.021959750144239513,0.08806204897901428,0.40120656442159486
EURUSD,2011-05-31,287,3.5151977959059026e-05,0.018920611635872178,0.07945176582728963,0.36826629301394226
EURUSD,2011-06-01,287,4.8435927178489814e-05,0.020646802997508238,0.08343858309432318,0.38978741666760497
EURUSD,2011-06-02,287,4.328681943978585e-05,0.039393365558820385,0.15086937921009552,0.4699306169687924
EURUSD,2011-06-03,251,4.336894100725531e-05,0.07631979854691398,0.24227667580537343,0.5903331352163604
EURUSD,2011-06-06,287,2.33746052902337e-05,0.011912765240475541,0.051323261330515506,0.255150991521245
EURUSD,2011-06-07,287,2.3482470553936253e-05,0.01780577296643581,0.07164357129317642,0.35690450773457905
EURUSD,2011-06-08,287,3.320954313863182e-05,0.01630203730063871,0.05086035461014503,0.34980625942268884
EURUSD,2011-06-09,287,3.9017437623460774e-05,0.04700858774475449,0.16486326236642698,0.49812360559505897
EURUSD,2011-06-10,251,3.5976113835008e-05,0.019779205091767935,0.07050452608595148,0.3880609373014367
EURUSD,2011-06-13,287,3.083007800697707e-05,0.015561293445421885,0.051077537049928255,0.34420872663261964
EURUSD,2011-06-14,287,2.6403350627366467e-05,0.019818214095931208,0.08779116095770102,0.3735221772449959
EURUSD,2011-06-15,287,4.64044679670591e-05,0.014793059276720814,0.042431439517674814,0.3341256923083342
EURUSD,2011-06-16,287,9.029172646621298e-05,0.03402731703442175,0.12211232246045975,0.46878720150943526
EURUSD,2011-06-17,251,7.538085079356142e-05,0.023910621356574027,0.07953120265228886,0.4175885648492764
EURUSD,2011-06-20,287,4.6935135839997125e-05,0.023348855435220937,0.0948432972831745,0.41058856271980754
EURUSD,2011-06-21,287,4.744445304485965e-05,0.02654867561013942,0.09853520396974194,0.4262334274086365
EURUSD,2011-06-22,287,4.430417665013556e-05,0.02042141367054665,0.06810250542124432,0.3947084990000711
EURUSD,2011-06-23,287,6.279882817771584e-05,0.04606251363346029,0.18983875629500763,0.4409012610184732
EURUSD,2011-06-24,251,5.3454405000097546e-05,0.01952035629664569,0.0725224672611737,0.385977776265201
EURUSD,2011-06-27,287,5.4449218123820994e-05,0.018206621847227142,0.06650635919608656,0.3748048907192995
EURUSD,2011-06-28,286,4.724472835774348e-05,0.021097658532613132,0.07595063192510304,0.399365345315673
EURUSD,2011-06-29,286,5.3746261778681465e-05,0.021042538967821475,0.05604483519796917,0.42662934693769183
EURUSD,2011-06-30,286,3.612835020088332e-05,0.01338252831116089,0.04747599086417393,0.3134072583918843
EURUSD,2011-07-01,250,3.780977508652943e-05,0.02164434932914583,0.07243738872056352,0.3903569179258768
EURUSD,2011-07-04,285,1.8418285827866714e-05,0.021944791819703005,0.08316262341335773,0.410314856699826
EURUSD,2011-07-05,287,3.373371308663809e-05,0.01670038120109697,0.06276123248600231,0.35084876541462545
EURUSD,2011-07-06,287,3.283538053681156e-05,0.0174222650978565,0.06543596070810329,0.361391388669642
EURUSD,2011-07-07,286,4.3740856832719086e-05,0.024125320194654278,0.081827872081301,0.4527372019706065
EURUSD,2011-07-08,251,5.318654501911422e-05,0.024721169599432755,0.07799486977691404,0.45274463739396853
EURUSD,2011-07-11,287,5.483577217649762e-05,0.013842079971605217,0.044757084043648115,0.2991176660468495
EURUSD,2011-07-12,287,0.00012172291221176766,0.01517380649333799,0.043013329397643796,0.3303313904393088
EURUSD,2011-07-13,287,0.00010054722828220207,0.023373481453287187,0.08865967764667135,0.3955601804053933
EURUSD,2011-07-14,287,7.886829155124704e-05,0.019825770678498743,0.07735061093645423,0.38931774740760094
EURUSD,2011-07-15,250,5.142338337521311e-05,0.02224225730283841,0.06549837185112833,0.42563990859629924
EURUSD,2011-07-18,287,5.43059460615055e-05,0.014763441854910998,0.04506529323709506,0.3171310432478933
EURUSD,2011-07-19,287,5.82584553953828e-05,0.019923232728039295,0.07690601237306906,0.3812211995319692
EURUSD,2011-07-20,287,4.806356832780072e-05,0.02710500806749143,0.12591089984074552,0.3838038352865729
EURUSD,2011-07-21,287,6.987026866219409e-05,0.02560181846540621,0.07721479586712944,0.4602570493865608
EURUSD,2011-07-22,252,3.159309914252747e-05,0.015821512019928985,0.04403183737466676,0.3452085155614332
EURUSD,2011-07-25,285,3.2390925279514635e-05,0.014371980793184054,0.03829525596193951,0.32237860220104375
EURUSD,2011-07-26,286,3.8229089416896904e-05,0.04006119072791155,0.16253871289188032,0.45152040151964595
EURUSD,2011-07-27,287,4.502198937777081e-05,0.022881504195276417,0.0906557741313586,0.4227299909002644
EURUSD,2011-07-28,287,4.497551762773644e-05,0.024534154814161074,0.091104517786214,0.40671323602605575
EURUSD,2011-07-29,251,6.393794676253021e-05,0.024611605917692014,0.07821001431921897,0.45082314188112954
EURUSD,2011-08-01,287,6.718643173097603e-05,0.048127215365062835,0.18906484253884578,0.4743638706690981
EURUSD,2011-08-02,287,6.747041287556863e-05,0.01828296739360831,0.07053288472944404,0.3706749660949242
EURUSD,2011-08-03,287,8.111276668646988e-05,0.04218445341631257,0.15937639884323135,0.46911768860554154
EURUSD,2011-08-04,287,9.877032899859408e-05,0.018206109013733263,0.05814192275098912,0.3724671106037605
EURUSD,2011-08-05,251,0.00011773981413965636,0.016791235255402062,0.04903678924242362,0.3534705726016859
EURUSD,2011-08-08,287,0.00011633709891597263,0.01248608897801734,0.03839856559943744,0.29729102780653005
EURUSD,2011-08-09,287,0.00014581913993361176,0.019422397978118094,0.059943356919788464,0.3964344267597342
EURUSD,2011-08-10,287,8.097377911863473e-05,0.012052416954342423,0.034868993112865274,0.2792301563294948
EURUSD,2011-08-11,287,0.00010692777895662894,0.021063241022778463,0.0711896518713031,0.37897484865235426
EURUSD,2011-08-12,251,5.4810098454593354e-05,0.016153812060822673,0.04376253558907063,0.3510490482573398
EURUSD,2011-08-15,287,4.689551041124473e-05,0.021725818343037794,0.06995347166877844,0.38759825633876743
EURUSD,2011-08-16,287,5.536791919338946e-05,0.03875998214419184,0.13210245946346633,0.470010278882731
EURUSD,2011-08-17,287,4.932181320894732e-05,0.017629342020619262,0.07161216365442485,0.3603513595368367
EURUSD,2011-08-18,286,6.028767334711037e-05,0.02453138210067323,0.10335368041457473,0.3981552435375194
EURUSD,2011-08-19,251,5.180309443014063e-05,0.015242210428320184,0.04933208610669129,0.33343834319016297
EURUSD,2011-08-22,287,2.3228856961362883e-05,0.01721867682429241,0.04687802030749787,0.37583566986836514
EURUSD,2011-08-23,286,4.411986998450581e-05,0.029397011654362704,0.11830116109461963,0.45944275864615747
EURUSD,2011-08-24,287,3.7793474698171175e-05,0.021609351172375474,0.061511489089771124,0.4151753097595038
EURUSD,2011-08-25,287,4.3346404624708964e-05,0.05345161749042348,0.18643786564752443,0.5446955088535922
EURUSD,2011-08-26,251,4.240651622532649e-05,0.04902928417100862,0.16437374544631025,0.5458671984940319
EURUSD,2011-08-29,287,2.7546977144335024e-05,0.03187209269829073,0.13499234771790114,0.43516806657425405
EURUSD,2011-08-30,286,3.4018405008384914e-05,0.02394084272427914,0.07480002539590941,0.4454778409038805
EURUSD,2011-08-31,286,3.372915863647981e-05,0.023155529786646426,0.09598552134801637,0.41249993549644
EURUSD,2011-09-01,286,4.558306106345479e-05,0.050926265113516854,0.19038793504951143,0.5148685775885697
EURUSD,2011-09-02,251,4.826200596474849e-05,0.029042038353756603,0.09169327844997155,0.48655373346527087
EURUSD,2011-09-05,287,3.2777634606998964e-05,0.03518652657640167,0.14754467387727185,0.44349250583190103
EURUSD,2011-09-06,287,0.00011165905656637093,0.05848199208546205,0.1833936918900407,0.5730741420460167
EURUSD,2011-09-07,287,5.993218446163022e-05,0.020490767472420762,0.07121256988193711,0.40683304206428006
EURUSD,2011-09-08,287,7.209463639422236e-05,0.023690643684343673,0.06821810422742237,0.43922604169933255
EURUSD,2011-09-09,251,9.556426821018772e-05,0.022305197831517205,0.07628610283936926,0.414261879578799
EURUSD,2011-09-12,287,0.00013619576830804455,0.020109460760128817,0.08484551841210902,0.378524767263888
EURUSD,2011-09-13,287,0.0001078875385551541,0.014333934384713847,0.038773783800887786,0.3150425412725797
EURUSD,2011-09-14,287,0.00011006810141815498,0.031121962936792827,0.1365397231986365,0.4246107672412225
EURUSD,2011-09-15,287,8.828805304209014e-05,0.05166667683085876,0.16089273976978516,0.5422663528680142
EURUSD,2011-09-16,251,5.983770152562891e-05,0.018331948857898156,0.05951997413083414,0.35856982358676576
EURUSD,2011-09-19,286,6.718866467219183e-05,0.06591241113234142,0.2416557084605646,0.45360020210926244
EURUSD,2011-09-20,287,5.848085664531969e-05,0.013687964062539701,0.04430833541688601,0.31409979787385417
EURUSD,2011-09-21,287,9.551353177940063e-05,0.03980226029177698,0.11770818435608055,0.49626401356390626
EURUSD,2011-09-22,287,0.00012701508710363007,0.02231518061868826,0.08016643316857848,0.4076553603547543
EURUSD,2011-09-23,251,9.38722697104537e-05,0.016201928178404434,0.06712170082714745,0.32450072907992433
EURUSD,2011-09-26,287,9.784979830504681e-05,0.012622268461732884,0.04161866262910447,0.2871509515456415
EURUSD,2011-09-27,287,9.039345129858677e-05,0.014573167061440719,0.05820855722481007,0.3169232111560587
EURUSD,2011-09-28,287,6.848962249397894e-05,0.015004471945503056,0.05323034886115606,0.336166778842069
EURUSD,2011-09-29,287,6.995122913193945e-05,0.015396782451801459,0.05600260218675375,0.3352981063661764
EURUSD,2011-09-30,251,6.64706419325342e-05,0.01706470502321801,0.07398536203295855,0.339560192265916
EURUSD,2011-10-03,287,7.433750236819338e-05,0.01253773338377908,0.04045732186240081,0.27923635153477355
EURUSD,2011-10-04,287,0.00010804350409021722,0.03241014204042765,0.14074179543772303,0.44313040729272923
EURUSD,2011-10-05,287,8.090503928107833e-05,0.015377200591397631,0.0546421790572354,0.3355300669202504
EURUSD,2011-10-06,287,8.532908285331962e-05,0.02818158159029212,0.10467710318719953,0.4765043226431337
EURUSD,2011-10-07,251,7.239269642035287e-05,0.03023881598838173,0.09875578827620175,0.502161025068726
EURUSD,2011-10-10,287,5.1779020299317105e-05,0.018266979422748332,0.0601349838399565,0.3921830395529182
EURUSD,2011-10-11,286,5.0567855433163506e-05,0.014227753423011573,0.04718172967500242,0.3158904019356874
EURUSD,2011-10-12,287,6.107845840571562e-05,0.026899645385016276,0.11296901813075916,0.4353549117001788
EURUSD,2011-10-13,287,5.802816802773191e-05,0.014786492605627645,0.0437530200737157,0.33180576368741205
EURUSD,2011-10-14,251,6.042422834701968e-05,0.037871461505083144,0.1526755150939384,0.4771861894360185
EURUSD,2011-10-17,287,5.480393805673127e-05,0.01404064795662503,0.0419950328099693,0.31368325153347476
EURUSD,2011-10-18,287,8.239211402933725e-05,0.023597740629304784,0.08308949311133149,0.4195720579610072
EURUSD,2011-10-19,286,6.190127949891163e-05,0.014887397053292097,0.04108086204901466,0.33505513446386975
EURUSD,2011-10-20,287,0.00010186469415815992,0.018453462519057325,0.053008523227437716,0.3956166290540421
EURUSD,2011-10-21,251,6.422950855476407e-05,0.018513237990328953,0.055911884982489814,0.37399007154353564
EURUSD,2011-10-24,287,5.3477270755182905e-05,0.01732080818822193,0.06095804056295693,0.3554264505568352
EURUSD,2011-10-25,287,6.64129959674227e-05,0.01689046215428611,0.04862020931266533,0.36801057008982596
EURUSD,2011-10-26,287,6.466423912234931e-05,0.022818696223788376,0.07162310183157353,0.40891830179778155
EURUSD,2011-10-27,287,6.69762038566099e-05,0.015797711985532346,0.050731795409949675,0.3346856877513622
EURUSD,2011-10-28,251,3.796156191600419e-05,0.016638913870770797,0.058024644573271,0.3458290157973723
EURUSD,2011-10-31,287,9.121523565020824e-05,0.016813261252719668,0.05326838376196012,0.3466495196907306
EURUSD,2011-11-01,287,0.00013066019399444776,0.01903322853126051,0.08624657647308588,0.3488698497461434
EURUSD,2011-11-02,287,7.86838209624113e-05,0.014134140005211333,0.060464347739431636,0.3095765171897589
EURUSD,2011-11-03,287,0.00013122973629853507,0.017629450952638584,0.0492629391063962,0.3729194657694689
EURUSD,2011-11-04,252,6.405906053761213e-05,0.03505127477576945,0.143783570373336,0.4700931311444902
EURUSD,2011-11-07,287,5.948435329492206e-05,0.02196020273269671,0.08564367695529579,0.3850492821012122
EURUSD,2011-11-08,287,5.0018489824547406e-05,0.023346482721073158,0.08205534023709203,0.41113397987255396
EURUSD,2011-11-09,287,7.492911644835481e-05,0.01810105160259197,0.04078441929937184,0.3948665174506694
EURUSD,2011-11-10,287,8.622154471580858e-05,0.018313012152156347,0.06840210548788633,0.36232653395103187
EURUSD,2011-11-11,263,5.748603997411539e-05,0.02380648544754193,0.08838896645575034,0.42280559360757747
EURUSD,2011-11-14,287,5.414112395042083e-05,0.014517353081314334,0.043783915143344725,0.3079107675537084
EURUSD,2011-11-15,287,6.1016792516284355e-05,0.013199828905600841,0.03585858514943287,0.31312293237536515
EURUSD,2011-11-16,287,7.019358388314532e-05,0.015020054991204956,0.061157697633082236,0.31836822811770066
EURUSD,2011-11-17,287,7.06570468117303e-05,0.015586932197128237,0.048625252438132635,0.33643288545911515
EURUSD,2011-11-18,263,5.584638885691256e-05,0.018484509965864954,0.07643891074370945,0.3742874954057926
EURUSD,2011-11-21,287,5.3620365954043014e-05,0.042761503811970844,0.18075121449611858,0.4316316546262957
EURUSD,2011-11-22,287,4.131453354923712e-05,0.019606743922258224,0.07014717480113707,0.3818578843500189
EURUSD,2011-11-23,286,5.9757968789268355e-05,0.02141936137924493,0.06280314431398704,0.43272177627722247
EURUSD,2011-11-24,285,3.03733165749035e-05,0.014408810391914047,0.04727049547841662,0.3064569192271256
EURUSD,2011-11-25,263,3.636016505644736e-05,0.02087838269940844,0.08241549268029688,0.3698225831432232
EURUSD,2011-11-28,287,5.11424633159136e-05,0.026149162020412665,0.1276295035201826,0.3740349837517777
EURUSD,2011-11-29,287,5.8173846596116765e-05,0.023927131165013132,0.1109822125387764,0.3992632954670241
EURUSD,2011-11-30,287,0.0001903823291958106,0.3866160911889992,0.6177639837706155,0.8028628296135062
EURUSD,2011-12-01,287,5.530908611048442e-05,0.02204155498740037,0.07298435035733547,0.41071680663980636
EURUSD,2011-12-02,263,3.913600240414303e-05,0.02039249585706389,0.08072084782717467,0.383551115465234
EURUSD,2011-12-05,287,3.620939750501219e-05,0.050521468588755794,0.1585442475988185,0.5159001585530959
EURUSD,2011-12-06,287,2.6069540847912663e-05,0.014463495407304522,0.057735248826982506,0.309315067850294
EURUSD,2011-12-07,287,2.682992969595694e-05,0.022659989461478125,0.08900873954158706,0.3985079236567972
EURUSD,2011-12-08,287,5.2686669662822946e-05,0.03310164509998226,0.10037304694936836,0.5284488582688519
EURUSD,2011-12-09,263,4.531390282361023e-05,0.017937043973751888,0.057996322551606125,0.3734710337122952
EURUSD,2011-12-12,287,4.808696357534073e-05,0.024693377443304527,0.07970715475505853,0.42796362262144316
EURUSD,2011-12-13,287,6.38180551935471e-05,0.022889694780415675,0.06420510098667098,0.43791315991845875
EURUSD,2011-12-14,287,5.012214091885783e-05,0.019756934447283353,0.07510007466824643,0.3811124634539834
EURUSD,2011-12-15,287,3.8804361249656806e-05,0.013167838901278138,0.034738895562131694,0.2985422865146053
EURUSD,2011-12-16,263,2.6169026300505325e-05,0.01856594130995022,0.08174154722553321,0.35191016491400295
EURUSD,2011-12-19,287,2.0695772261752963e-05,0.011144094082052372,0.03264581074777341,0.260016875975235
EURUSD,2011-12-20,287,2.3690253741019832e-05,0.030761453248407074,0.1127681162994138,0.49038776257104366
EURUSD,2011-12-21,287,4.993610764310758e-05,0.024039926009046222,0.10335083428831361,0.4155885852410809
EURUSD,2011-12-22,287,3.856120277916656e-05,0.05605146874045322,0.1802399501072869,0.5575906152432933
EURUSD,2011-12-23,263,1.7191633314226208e-05,0.03827852573655642,0.12533814627826367,0.5062254098028891
EURUSD,2011-12-26,202,6.724897545697679e-06,0.035605639651571375,0.09603089773009202,0.548202192776904
EURUSD,2011-12-27,287,7.37006128667468e-06,0.018504464435049307,0.07172780122421692,0.3564139780844061
EURUSD,2011-12-28,287,2.5873669909946432e-05,0.037302250287028195,0.11076000056131205,0.5623542113582559
EURUSD,2011-12-29,287,3.943260555808368e-05,0.04667300174262359,0.17833255284261096,0.5148696522418329
EURUSD,2011-12-30,263,2.788288087783297e-05,0.020644433733198176,0.06491558827064112,0.40918673401709577
EURUSD,2012-01-02,203,9.638299084732505e-06,0.04171146869852941,0.1468148345478694,0.5503506022591687
EURUSD,2012-01-03,287,3.1655544221817e-05,0.016359428857479458,0.05973257685939648,0.35413738616143303
EURUSD,2012-01-04,287,3.171015759627726e-05,0.02060330549740972,0.07259685038692433,0.40525950735228794
EURUSD,2012-01-05,287,4.7033388849079484e-05,0.029631383353037923,0.10003334169747018,0.47862522171158506
EURUSD,2012-01-06,263,3.783270331562045e-05,0.01838534251462859,0.05012592602865409,0.3736483619426792
EURUSD,2012-01-09,287,3.323855962669057e-05,0.017239307298512065,0.06768274410423268,0.34743168662226565
EURUSD,2012-01-10,287,3.429491085427634e-05,0.015474398030700831,0.05237523611160182,0.333650526165425
EURUSD,2012-01-11,287,4.062948875499772e-05,0.031500623601864036,0.11174352042625613,0.5063518189027165
EURUSD,2012-01-12,287,3.875680128656647e-05,0.019375151674177266,0.07093291394268357,0.3769378065303993
EURUSD,2012-01-13,263,6.935155570085991e-05,0.045841861416635224,0.16236981686688184,0.546392256262517
EURUSD,2012-01-16,287,2.710861225488738e-05,0.019447858938031824,0.07545022014654935,0.3799490924864122
EURUSD,2012-01-17,287,3.933842303840068e-05,0.03687327432222379,0.1593032664613662,0.44462902233691415
EURUSD,2012-01-18,287,6.333832333237937e-05,0.03031233411045632,0.1310246259231316,0.4390985494359388
EURUSD,2012-01-19,287,3.939549967955953e-05,0.015457274885870871,0.0529610735696942,0.33567075103495575
EURUSD,2012-01-20,263,3.6616395287825845e-05,0.01851057853825798,0.04523965783297668,0.3845104757687386
EURUSD,2012-01-23,287,3.85735858484466e-05,0.018011437078185272,0.061275853287717424,0.36513337335089147
EURUSD,2012-01-24,287,4.5131901692986335e-05,0.04143025650887819,0.13213229733358586,0.524225077630566
EURUSD,2012-01-25,287,5.5235061539519386e-05,0.03278845183440675,0.11541501804809239,0.46474841616112317
EURUSD,2012-01-26,287,3.587481021807382e-05,0.0153474010508482,0.05022092689823188,0.34483635724571693
EURUSD,2012-01-27,263,5.7405610629683655e-05,0.02271539036722392,0.07398487603948982,0.4299569899607541
EURUSD,2012-01-30,287,3.0112808124268308e-05,0.018561610733329077,0.08130884732270063,0.353555299645442
EURUSD,2012-01-31,287,4.173028120957458e-05,0.018119326992857003,0.0611940178833837,0.37447216708334696
EURUSD,2012-02-01,287,5.9260769392881286e-05,0.024162794872832065,0.09154672070452312,0.4272771514361241
EURUSD,2012-02-02,287,5.705583361860844e-05,0.05093616224423548,0.1787483661833148,0.5111484369551192
EURUSD,2012-02-03,263,5.3474654956659555e-05,0.04629989795630761,0.14987455543003628,0.5689260186651444
EURUSD,2012-02-06,287,4.386831216005843e-05,0.022230551706053467,0.08443432161273529,0.4199014665964464
EURUSD,2012-02-07,287,5.1881352919338956e-05,0.02202525387060453,0.06140547075055811,0.43989237060719183
EURUSD,2012-02-08,287,3.9305173088963807e-05,0.015991498058403268,0.0501884241925583,0.3402442957011575
EURUSD,2012-02-09,287,4.99577106163305e-05,0.020522126350897334,0.06063993427016037,0.4043404616935616
EURUSD,2012-02-10,263,3.12014466310313e-05,0.023888142352809314,0.11194115781443836,0.3782030186550871
EURUSD,2012-02-13,287,2.544884108517279e-05,0.01654247321971466,0.053976834118060896,0.353973455604148
EURUSD,2012-02-14,287,3.7169073578039524e-05,0.014072820717655504,0.0487887553455458,0.31897078594260586
EURUSD,2012-02-15,287,4.837883250930393e-05,0.020463671407695012,0.06913307153683688,0.3886097619865617
EURUSD,2012-02-16,287,4.998637125900694e-05,0.02409769389989353,0.0860502464660238,0.40169134116966765
EURUSD,2012-02-17,263,2.9431448099474423e-05,0.022424868345235584,0.05733347480386166,0.43520505911320734
EURUSD,2012-02-20,287,2.3438092077804625e-05,0.023626989514510907,0.08420177461746572,0.4400959242704214
EURUSD,2012-02-21,287,7.353824106614557e-05,0.11018081073880805,0.31959528444391067,0.5389997715981674
EURUSD,2012-02-22,287,2.8247325258283048e-05,0.015984946521145876,0.055548143676061604,0.3238757987264811
EURUSD,2012-02-23,287,3.167602635949979e-05,0.026256947028361035,0.09443596187455743,0.46395754874029715
EURUSD,2012-02-24,263,2.3363009244837466e-05,0.023077913375996524,0.08356159938733206,0.39102024171339417
EURUSD,2012-02-27,287,2.927533117054235e-05,0.017764717433744658,0.06730267805170174,0.3580858402855481
EURUSD,2012-02-28,287,3.07276272015811e-05,0.03682504286101979,0.14390192936787113,0.46594563300496133
EURUSD,2012-02-29,287,3.954844579708506e-05,0.03111368863738627,0.11156656359167737,0.4645239828036179
EURUSD,2012-03-01,287,3.185323336312646e-05,0.01349706488472308,0.03671665517126966,0.294009792495367
EURUSD,2012-03-02,263,2.5069959743665217e-05,0.018126113619511084,0.05932240729103446,0.3752181293441094
EURUSD,2012-03-05,287,3.3563844136797955e-05,0.022118726576650444,0.07492495399559441,0.42352513353065646
EURUSD,2012-03-06,287,2.3142449031194873e-05,0.016412167943758826,0.0679819297695293,0.34083551401917483
EURUSD,2012-03-07,287,2.3539296876220302e-05,0.023656598386954122,0.0915722246518371,0.4051253504735558
EURUSD,2012-03-08,287,3.4411313864013284e-05,0.04662719382709404,0.19013139499421028,0.4558735614401659
EURUSD,2012-03-09,263,2.9863356557585705e-05,0.022246922272312383,0.0659266762334905,0.4393045418260529
EURUSD,2012-03-12,287,2.576783482646959e-05,0.021498825888804557,0.07554487738753535,0.41005296542564473
EURUSD,2012-03-13,287,3.052355873753221e-05,0.02249026305534481,0.08140067956083344,0.4035160423530859
EURUSD,2012-03-14,287,3.0856786418084317e-05,0.017349337106754473,0.05970684686735773,0.353740829243793
EURUSD,2012-03-15,287,2.671490838413532e-05,0.012503883623371074,0.03888766320553443,0.29334075888472866
EURUSD,2012-03-16,251,3.0504280121539013e-05,0.04764012301141991,0.18480792566966445,0.4965808062628724
EURUSD,2012-03-19,287,2.0450670133572717e-05,0.03628340833371216,0.1289264714049244,0.48955239419871055
EURUSD,2012-03-20,287,2.444691470826475e-05,0.03955710774514498,0.15139042118174953,0.48681795699258146
EURUSD,2012-03-21,287,2.449169289431499e-05,0.025710347747955813,0.10028244789970348,0.4230923349333184
EURUSD,2012-03-22,287,2.8607194800592404e-05,0.022410978122018164,0.07646165976713366,0.42450584879898523
EURUSD,2012-03-23,251,2.9899160867592914e-05,0.04199103482497707,0.14286711237272304,0.5279559581871358
EURUSD,2012-03-26,287,3.347688203823023e-05,0.0523062832086857,0.13706383469504232,0.570034220847859
EURUSD,2012-03-27,287,2.1961136446140758e-05,0.024466574389902566,0.11339965564969115,0.38984335568058787
EURUSD,2012-03-28,287,2.7116856287368617e-05,0.031099487418170875,0.10943340016650176,0.47428821375139646
EURUSD,2012-03-29,287,2.7233849100127108e-05,0.015600405996754472,0.05243165313313885,0.3363501090478835
EURUSD,2012-03-30,251,3.114559714398257e-05,0.02039119390249284,0.0664762366899464,0.391913574970779
EURUSD,2012-04-02,287,1.8684332385288343e-05,0.019001107336745003,0.07940645368461774,0.3651245952391969
EURUSD,2012-04-03,287,3.976226085554534e-05,0.08761691687205611,0.25852594954039815,0.6387549090611768
EURUSD,2012-04-04,287,3.0015287738835894e-05,0.029095485439238705,0.128161464880848,0.415401952985979
EURUSD,2012-04-05,287,1.8813551269603074e-05,0.021216264408456163,0.07665167193785469,0.4053304862779392
EURUSD,2012-04-06,251,1.8083808621786585e-05,0.10992870726306571,0.2799239439355043,0.7129029575492006
EURUSD,2012-04-09,287,1.919838373132442e-05,0.06125539787043933,0.20342359009637143,0.5551907854018386
EURUSD,2012-04-10,287,3.3876853284857755e-05,0.017181455061616103,0.05437598131986785,0.35005877115782696
EURUSD,2012-04-11,287,2.718890062659319e-05,0.019994164254321243,0.07232863514851536,0.3894948206656785
EURUSD,2012-04-12,287,2.376950017389618e-05,0.021691601267267435,0.0682056147704963,0.395304637156143
EURUSD,2012-04-13,251,1.9219426298926925e-05,0.02305884354235865,0.08030772075196634,0.4196248968401131
EURUSD,2012-04-16,287,3.6054884279974444e-05,0.026867693202379056,0.0779114849647762,0.4832698803704431
EURUSD,2012-04-17,287,2.2593184325680636e-05,0.020090772648685324,0.05453376817945755,0.4074227189191706
EURUSD,2012-04-18,287,3.300470798867602e-05,0.04365637735663193,0.13336650355983934,0.49465460042051557
EURUSD,2012-04-19,287,2.5206790339429416e-05,0.0251627518480129,0.09967420006224166,0.4173856458564272
EURUSD,2012-04-20,251,2.237797973551405e-05,0.03504663225217594,0.1262957491008693,0.5110759620509976
EURUSD,2012-04-23,287,1.5818932006777774e-05,0.027060056488332054,0.11701415305133238,0.42349604673978736
EURUSD,2012-04-24,287,1.602398280320921e-05,0.03404311040190636,0.12386346061461645,0.43894672067372165
EURUSD,2012-04-25,287,3.1197330710185114e-05,0.05951393032945094,0.20020133690462022,0.5792985850579395
EURUSD,2012-04-26,287,2.153831752351459e-05,0.0252947865933796,0.09575528586863355,0.42662290474489034
EURUSD,2012-04-27,251,2.1639320917200482e-05,0.026900803240170468,0.0881789809904789,0.44174634654891337
EURUSD,2012-04-30,287,9.620237148399682e-06,0.02087163407938983,0.07554318918052294,0.38342178040318964
EURUSD,2012-05-01,287,1.8858449284784115e-05,0.11833887629595613,0.3284738559743638,0.6138538005211917
EURUSD,2012-05-02,287,2.833893942248662e-05,0.1126778737829207,0.27092297070999494,0.6707890160030786
EURUSD,2012-05-03,287,1.5081275135617328e-05,0.03994084772298283,0.12482616248522231,0.5314896779503
EURUSD,2012-05-04,251,1.4940243228293418e-05,0.03386999499723984,0.09988012213490724,0.5166790118989674
EURUSD,2012-05-07,287,2.0630804772258495e-05,0.01716634507365285,0.06590358711158877,0.3646304525154418
EURUSD,2012-05-08,287,2.2827652408084354e-05,0.01595632105708742,0.05438802605909063,0.3330931060797551
EURUSD,2012-05-09,287,2.6812867139395164e-05,0.022660134880371854,0.07468459575145987,0.40840242199503124
EURUSD,2012-05-10,287,1.8599199158444205e-05,0.01459682366381056,0.045501942912395794,0.32701742042968424
EURUSD,2012-05-11,251,1.8254016069865997e-05,0.026032991957463076,0.1195959095272331,0.39161743950367184
EURUSD,2012-05-14,287,1.760268756736149e-05,0.019717217037297306,0.07844746204805444,0.37874351759423336
EURUSD,2012-05-15,287,2.6993569705172507e-05,0.07769618561575381,0.26518502728585663,0.4742301610070744
EURUSD,2012-05-16,287,3.785043102885784e-05,0.023799385794097874,0.10190295460267505,0.4036412755703711
EURUSD,2012-05-17,287,3.5430129492247963e-05,0.040522628354476974,0.17658691949806893,0.4222547748856114
EURUSD,2012-05-18,251,3.797582175155384e-05,0.03845048510098517,0.16895551502998804,0.4195976419955687
EURUSD,2012-05-21,287,2.4229543564598495e-05,0.014376723287146863,0.0380240468738012,0.32257124222093636
EURUSD,2012-05-22,287,3.326455676856941e-05,0.019411395338918766,0.0681200342538489,0.3807035554355741
EURUSD,2012-05-23,287,4.257096727379439e-05,0.016590415678358502,0.053846164566849264,0.37116171505368833
EURUSD,2012-05-24,287,4.3654005763215615e-05,0.02218501605924436,0.09823555796709817,0.39542866110780334
