Date,pair,rv_m1,n_m1,rv_m5,n_m5,rv_m15,n_m15,rv_h1,n_h1
2020-01-13,USDJPY,4.505050201882521e-06,1423,4.102185115665576e-06,287,4.80068709441218e-06,95,3.8972835955192226e-06,23.0
2020-01-14,USDJPY,1.1401962684490474e-05,1436,8.375267130156676e-06,287,7.753007884871728e-06,95,7.996854948419624e-06,23.0
2020-01-15,USDJPY,5.742847775015269e-06,1429,3.933216694483129e-06,287,4.511055238523931e-06,95,2.558786968281204e-06,23.0
2020-01-16,USDJPY,4.687574778256365e-06,1431,5.023128574996166e-06,287,3.145639594286495e-06,95,1.5028364376707795e-06,23.0
2020-01-17,USDJPY,4.898443779821425e-06,1311,4.344673766254525e-06,263,4.059452877301785e-06,87,2.6736888276949432e-06,21.0
2020-01-19,USDJPY,4.2144024851308464e-07,119,1.881066545449314e-07,23,1.3648514062980237e-07,7,2.8686911048679447e-07,1.0
2020-01-20,USDJPY,1.5382418289465183e-06,1407,1.1247794628856137e-06,287,7.485170102111912e-07,95,5.178794602617282e-07,23.0
2020-01-21,USDJPY,8.140243006438385e-06,1439,8.229521122053753e-06,287,6.763557627156881e-06,95,9.996005399898169e-06,23.0
2020-01-22,USDJPY,5.209306188158358e-06,1438,4.6695860149002194e-06,287,3.214708088479386e-06,95,4.011524430344893e-06,23.0
2020-01-23,USDJPY,9.227712458751361e-06,1438,7.549459791996687e-06,287,7.189779195854354e-06,95,5.7424630708804126e-06,23.0
2020-01-24,USDJPY,6.997129436066831e-06,1316,7.1372914852147014e-06,263,6.130404244679849e-06,87,4.686651517752988e-06,21.0
2020-01-26,USDJPY,1.8316323324656936e-06,119,1.8917870180093163e-06,23,2.521647064036948e-06,7,9.482852014409611e-07,1.0
2020-01-27,USDJPY,1.2073141056859879e-05,1438,1.0984910418399344e-05,287,1.0454184226712727e-05,95,5.93187028484411e-06,23.0
2020-01-28,USDJPY,1.0360059491353483e-05,1438,1.1355644667033107e-05,287,1.1380728152105593e-05,95,1.2254267578265882e-05,23.0
2020-01-29,USDJPY,8.011670579453495e-06,1438,7.505831730120872e-06,287,7.300734086882915e-06,95,5.589831060466203e-06,23.0
2020-01-30,USDJPY,1.3669470789191923e-05,1439,1.2877261316599443e-05,287,9.470872207026293e-06,95,1.3136682289409404e-05,23.0
2020-01-31,USDJPY,1.1290916092109073e-05,1318,1.1312631974531595e-05,263,1.2718723623006546e-05,87,1.5600170907804273e-05,21.0
2020-02-02,USDJPY,1.982848329177789e-06,119,1.0761791630841486e-06,23,3.190691304756464e-07,7,1.2296034856131833e-07,1.0
2020-02-03,USDJPY,1.2452655783533063e-05,1436,1.1170025120118367e-05,287,1.2666561754824937e-05,95,8.50714175320566e-06,23.0
2020-02-04,USDJPY,9.920915774108812e-06,1438,1.0617639207869063e-05,287,9.855336531649566e-06,95,8.170446933103942e-06,23.0
2020-02-05,USDJPY,1.2743682314868928e-05,1432,1.2720517475419296e-05,287,9.578380576545129e-06,95,1.0361956387869217e-05,23.0
2020-02-06,USDJPY,6.277476408296811e-06,1436,6.100880392873295e-06,287,6.303632815576458e-06,95,4.943808066152772e-06,23.0
2020-02-07,USDJPY,1.0450995824332405e-05,1319,1.0902494612335106e-05,263,9.753936778995944e-06,87,1.1656734492957821e-05,21.0
2020-02-09,USDJPY,1.2250206506810226e-06,118,1.1821665242837137e-06,23,9.62088213398772e-07,7,7.662854775593172e-07,1.0
2020-02-10,USDJPY,6.192286766957513e-06,1435,5.760856075578653e-06,287,6.098349103616146e-06,95,4.121880030505604e-06,23.0
2020-02-11,USDJPY,5.007281696019146e-06,1414,4.63509976696527e-06,284,3.4449471960528662e-06,95,3.4694988410029247e-06,23.0
2020-02-12,USDJPY,6.928102139257627e-06,1438,7.894771449914752e-06,287,9.74368999691669e-06,95,1.0156321548568935e-05,23.0
2020-02-13,USDJPY,8.654578756712945e-06,1439,9.014002452202872e-06,287,6.473057601270532e-06,95,3.0862853670833315e-06,23.0
2020-02-14,USDJPY,4.6111731595317196e-06,1319,3.6655265086120545e-06,263,3.3559232772669183e-06,87,2.323446108182494e-06,21.0
2020-02-16,USDJPY,7.927317474392009e-07,119,3.4906061568323725e-07,23,2.344084880832442e-07,7,2.3977282742844474e-08,1.0
2020-02-17,USDJPY,3.161621949822459e-06,1416,2.4428499987114374e-06,287,2.3618250766705946e-06,95,1.1531523575108673e-06,23.0
2020-02-18,USDJPY,5.472216328972769e-06,1432,5.196420688985547e-06,287,5.3186013480903e-06,95,5.113173031213224e-06,23.0
2020-02-19,USDJPY,1.3597866528460337e-05,1438,1.679792843972164e-05,287,1.8706574244841972e-05,95,3.091752538830916e-05,23.0
2020-02-20,USDJPY,2.698215796746047e-05,1433,2.8567604736366465e-05,287,2.6548117458491085e-05,95,2.923046868448646e-05,23.0
2020-02-21,USDJPY,1.983341399191711e-05,1319,2.2287255589161206e-05,263,2.0484171989889706e-05,87,1.2890962852899899e-05,21.0
2020-02-23,USDJPY,1.8178937843039617e-06,119,2.1655921470745784e-06,23,2.4159515160419782e-06,7,1.063966177052975e-06,1.0
2020-02-24,USDJPY,2.5024886103177798e-05,1438,2.922857165295924e-05,287,2.9438305087228174e-05,95,4.2527676425603384e-05,23.0
2020-02-25,USDJPY,2.7557804960024608e-05,1439,2.497126774199056e-05,287,2.0360793880387557e-05,95,2.4730083513572558e-05,23.0
2020-02-26,USDJPY,2.9964219257271796e-05,1439,3.2855133600570687e-05,287,3.514519264754808e-05,95,2.575551020718499e-05,23.0
2020-02-27,USDJPY,4.320151936416335e-05,1439,5.2419678014346884e-05,287,3.7812423617340055e-05,95,2.3268016000431745e-05,23.0
2020-02-28,USDJPY,7.05383091747042e-05,1319,7.885327289739088e-05,263,7.934861161190115e-05,87,4.3820876772860244e-05,21.0
2020-03-01,USDJPY,1.2287210493257877e-05,119,8.934804705275616e-06,23,1.1372061714431981e-05,7,7.732645007560876e-06,1.0
2020-03-02,USDJPY,6.624347835450028e-05,1438,7.589429253091528e-05,287,7.695208655052531e-05,95,0.0001073437108651706,23.0
2020-03-03,USDJPY,8.118509283404768e-05,1436,7.187306459255446e-05,287,5.670092461394596e-05,95,3.908001074924709e-05,23.0
2020-03-04,USDJPY,3.7935072468390035e-05,1439,3.7539024222901314e-05,287,3.325795602688576e-05,95,2.3325816288891263e-05,23.0
2020-03-05,USDJPY,3.782513237796942e-05,1437,3.984762367970066e-05,287,3.843731428668198e-05,95,4.402103846153323e-05,23.0
2020-03-06,USDJPY,9.39408395072362e-05,1319,7.661107970430299e-05,263,8.176270825924107e-05,87,8.122459412669643e-05,21.0
2020-03-08,USDJPY,5.6225310266545655e-05,239,5.018000497730322e-05,47,5.172215768496403e-05,15,5.401599613607508e-05,3.0
2020-03-09,USDJPY,0.0005287284522921605,1439,0.0005172786909753693,287,0.0005738426858228093,95,0.00015952230345318865,23.0
2020-03-10,USDJPY,0.0002754025547840488,1439,0.0002800844826260794,287,0.0002798202609602697,95,0.000348275855810888,23.0
2020-03-11,USDJPY,0.0001332683224688624,1439,0.0001351131670899676,287,0.00015684111385608955,95,0.00011584029572580467,23.0
2020-03-12,USDJPY,0.0003426780613581269,1439,0.0003013252506381433,287,0.0002961011261937545,95,0.0002291759659859111,23.0
2020-03-13,USDJPY,0.00019940408382404577,1199,0.00019853935237261776,239,0.0001738458160442694,79,0.00020119639279922024,19.0
2020-03-15,USDJPY,0.00016517545099611027,237,0.0001774351183197537,47,0.0001165954478085115,15,5.1195899186888285e-05,3.0
2020-03-16,USDJPY,0.00022698881314221983,1435,0.00019949094489443673,287,0.00020055363196422627,95,0.00018360354394639274,23.0
2020-03-17,USDJPY,0.0001317604181397072,1438,0.00012685614366394457,287,0.0001029179001840146,95,0.00012496790736291863,23.0
2020-03-18,USDJPY,0.00012990856622140177,1438,0.0001221109364660069,287,0.00011006153214951728,95,0.00010767000858153325,23.0
2020-03-19,USDJPY,0.0001678933952654889,1439,0.00015280599865907443,287,0.00016328676709489383,95,0.00013811934490452657,23.0
2020-03-20,USDJPY,0.00012752079996794583,1199,0.00012539910225873148,239,0.00013767684548466176,79,0.00014314066326425137,19.0
2020-03-22,USDJPY,3.252954538833697e-05,236,4.981136919160921e-05,47,3.377673361947301e-05,15,4.666365740644e-05,3.0
2020-03-23,USDJPY,0.00014434395881671015,1434,0.00014322965639751163,287,0.00012535435753481463,95,0.00013304176923372587,23.0
2020-03-24,USDJPY,9.215422851269206e-05,1439,8.792316954754437e-05,287,8.869132721860816e-05,95,5.2100357209750514e-05,23.0
2020-03-25,USDJPY,6.510081117211323e-05,1439,6.313012412517222e-05,287,4.352761605767749e-05,95,4.1019855562178613e-05,23.0
2020-03-26,USDJPY,9.196138085235457e-05,1434,9.588943570516993e-05,287,8.369594446040202e-05,95,5.235235344726168e-05,23.0
2020-03-27,USDJPY,8.125941407228779e-05,1199,8.373179702251621e-05,239,7.05406615088935e-05,79,5.4161869699953464e-05,19.0
2020-03-29,USDJPY,6.883375124515475e-06,119,9.382687830360068e-06,23,5.412633455718403e-06,7,4.97970801815015e-07,1.0
2020-03-30,USDJPY,8.005862824044728e-05,1435,8.711338659592062e-05,287,8.349643107545916e-05,95,8.063161033784454e-05,23.0
2020-03-31,USDJPY,8.649869001319049e-05,1436,0.0001036573831429155,287,6.674066538922809e-05,95,5.2817970933185217e-05,23.0
2020-04-01,USDJPY,5.681411841760888e-05,1439,5.470830875077516e-05,287,4.720123511717888e-05,95,3.7303832551208914e-05,23.0
2020-04-02,USDJPY,4.976351573388603e-05,1439,4.699907883980215e-05,287,4.8851919013898914e-05,95,6.076174852725332e-05,23.0
2020-04-03,USDJPY,4.037193323602e-05,1259,3.2870525787370276e-05,251,2.9857473294383502e-05,83,1.8367831255007043e-05,20.0
2020-04-05,USDJPY,3.874368167622969e-06,175,3.3724324661491607e-06,35,4.0050728439578095e-06,11,5.581867506698784e-06,2.0
2020-04-06,USDJPY,3.842242353760116e-05,1439,3.4542339505175176e-05,287,2.1239586988198585e-05,95,1.2520882503705016e-05,23.0
2020-04-07,USDJPY,3.569778413780183e-05,1438,3.0010470728141012e-05,287,2.1682268985809158e-05,95,1.3367940010997626e-05,23.0
2020-04-08,USDJPY,2.271812577268355e-05,1439,1.8214768824618978e-05,287,1.92259548216991e-05,95,8.78291601787108e-06,23.0
2020-04-09,USDJPY,2.4061614604246787e-05,1436,1.942285425101253e-05,287,1.395779203309669e-05,95,1.2493565367139137e-05,23.0
2020-04-10,USDJPY,6.602835121937213e-06,1257,4.131838377648102e-06,251,4.764973088240539e-06,83,2.71619988283627e-06,20.0
2020-04-12,USDJPY,4.916196935006431e-06,175,2.0762618598820185e-06,35,1.9632999405830074e-06,11,1.1871119563924342e-06,2.0
2020-04-13,USDJPY,1.4665316620553143e-05,1438,1.5016311079522606e-05,287,1.4820828060343287e-05,95,1.4300587091880458e-05,23.0
2020-04-14,USDJPY,1.61223648942648e-05,1427,1.3314073330879619e-05,287,1.223382776024816e-05,95,1.2651791934012574e-05,23.0
2020-04-15,USDJPY,2.8394630973876307e-05,1430,2.557698499558131e-05,287,2.926540702072733e-05,95,4.3470382277092037e-05,23.0
2020-04-16,USDJPY,3.206406997047272e-05,1439,3.000060863038954e-05,287,2.9735857052140397e-05,95,2.1115218672698747e-05,23.0
2020-04-17,USDJPY,2.2563762930308536e-05,1259,2.0845609587856776e-05,251,1.662828347164974e-05,83,1.9702092792636827e-05,20.0
