Date,pair,rv_m1,n_m1,rv_m5,n_m5,rv_m15,n_m15,rv_h1,n_h1
2024-08-11,GBPUSD,6.83568340882953e-07,176,2.936538700321595e-07,35,2.6774005230335375e-07,11,1.8605956877610533e-07,2.0
2024-08-12,GBPUSD,9.857707460872239e-06,1434,9.408086622703009e-06,287,8.823702805511553e-06,95,6.504247880160352e-06,23.0
2024-08-13,GBPUSD,1.3767493161147175e-05,1433,1.3218370717273805e-05,287,1.4632543721972456e-05,95,1.2581794743499238e-05,23.0
2024-08-14,GBPUSD,1.90723953787548e-05,1429,1.6677251598645797e-05,287,1.6681156808038903e-05,95,8.301751676111055e-06,23.0
2024-08-15,GBPUSD,1.5940874656845306e-05,1427,1.7744421030804972e-05,287,2.4195621491003895e-05,95,1.990103720344312e-05,23.0
2024-08-16,GBPUSD,7.2274511866922805e-06,1253,7.433222019641713e-06,251,9.223896582083758e-06,83,1.0009861330102055e-05,20.0
2024-08-18,GBPUSD,1.65407301905127e-06,173,1.4093938938948238e-06,35,6.564859924208927e-07,11,1.5053862425556562e-07,2.0
2024-08-19,GBPUSD,9.802832572906917e-06,1427,1.1173954961082955e-05,287,1.0244096212624704e-05,95,8.622986109237987e-06,23.0
2024-08-20,GBPUSD,1.2223742047106888e-05,1435,1.3299253653358415e-05,287,1.2335763032006634e-05,95,5.15401256896354e-06,23.0
2024-08-21,GBPUSD,1.491358996360358e-05,1434,1.5576003591549148e-05,287,1.2124531482419094e-05,95,1.0692358496745416e-05,23.0
2024-08-22,GBPUSD,1.4583295214945431e-05,1417,1.4032359338567345e-05,285,1.784095854933402e-05,95,7.660017066882563e-06,23.0
2024-08-23,GBPUSD,2.3665748030970012e-05,1252,3.844546208940305e-05,251,5.1338311588355285e-05,83,3.1564448923303775e-05,20.0
2024-08-25,GBPUSD,2.32339610951284e-06,173,1.6183913488845453e-06,35,4.4943651050414345e-07,11,7.894839075239533e-08,2.0
2024-08-26,GBPUSD,1.1036469070319944e-05,1434,9.95077459517206e-06,287,1.0325696583660572e-05,95,9.72732882720467e-06,23.0
2024-08-27,GBPUSD,1.4456906860931013e-05,1432,1.376804203844398e-05,287,1.2183752049670141e-05,95,1.1377882959439963e-05,23.0
2024-08-28,GBPUSD,1.4927082346823572e-05,1433,1.5722266444891e-05,287,1.2845185256623837e-05,95,1.15837014671256e-05,23.0
2024-08-29,GBPUSD,2.3051118949278677e-05,1428,2.2012271507964605e-05,287,1.8388619531687217e-05,95,1.6745015516918137e-05,23.0
2024-08-30,GBPUSD,1.8035503674228294e-05,1259,1.4560002349598326e-05,251,1.388857926276126e-05,83,1.0325810793669949e-05,20.0
2024-09-01,GBPUSD,4.14871895824136e-07,162,3.1893442560627386e-07,35,2.13872637269971e-07,11,3.138369610086251e-08,2.0
2024-09-02,GBPUSD,7.1044915954749e-06,1378,6.911322483034425e-06,287,6.273764851041988e-06,95,3.8109421110420524e-06,23.0
2024-09-03,GBPUSD,1.6206374215482007e-05,1434,1.347894204903196e-05,287,1.4712703299531218e-05,95,1.0342367296507252e-05,23.0
2024-09-04,GBPUSD,1.4900960262381572e-05,1435,1.1469919115321583e-05,287,1.156423615368881e-05,95,1.1758552696297153e-05,23.0
2024-09-05,GBPUSD,1.43461638534255e-05,1437,1.179782300057141e-05,287,1.0447269510407123e-05,95,9.175182556302343e-06,23.0
2024-09-06,GBPUSD,4.627297244797574e-05,1257,3.783589925005984e-05,251,3.09643066885844e-05,83,2.6230412246866887e-05,20.0
2024-09-08,GBPUSD,7.153543393195821e-06,174,2.288228771608252e-06,35,1.6219970542906435e-06,11,2.4799193764525146e-07,2.0
2024-09-09,GBPUSD,1.0733641462713935e-05,1435,1.0593363758997948e-05,287,1.1666739151634721e-05,95,9.766649977555496e-06,23.0
2024-09-10,GBPUSD,1.090088343779431e-05,1426,9.082982762014048e-06,286,9.478882060561152e-06,95,1.2091430837852768e-05,23.0
2024-09-11,GBPUSD,2.24897396520354e-05,1433,1.871141443130102e-05,287,2.4917173252496648e-05,95,1.8886631234326323e-05,23.0
2024-09-12,GBPUSD,1.3818054732155308e-05,1423,1.3079059943247287e-05,287,8.527455427443145e-06,95,1.0247122543406275e-05,23.0
2024-09-13,GBPUSD,1.2695337426899823e-05,1258,1.0665259471832462e-05,251,1.0675986427802995e-05,83,7.543895992526713e-06,20.0
2024-09-15,GBPUSD,5.85656825714818e-07,151,7.563067296158891e-07,34,4.493892490684106e-07,11,8.972227945885694e-07,2.0
2024-09-16,GBPUSD,1.1117431393165533e-05,1431,8.669930635633585e-06,287,7.541164336732552e-06,95,6.2645812377320674e-06,23.0
2024-09-17,GBPUSD,1.584252994537772e-05,1430,1.0517588667964922e-05,287,1.1832472437921205e-05,95,1.0973638774363094e-05,23.0
2024-09-18,GBPUSD,6.106672567311944e-05,1438,5.583248902610728e-05,287,4.182569293711555e-05,95,5.123637748906479e-05,23.0
2024-09-19,GBPUSD,3.100118284790643e-05,1433,3.757178077730808e-05,287,3.329572045282061e-05,95,3.963865731929725e-05,23.0
2024-09-20,GBPUSD,1.603837352304667e-05,1259,1.8031290598362625e-05,251,2.3431305680967748e-05,83,2.799749587287718e-05,20.0
2024-09-22,GBPUSD,2.1911934311765736e-06,169,8.675725743575709e-07,35,6.308397795657872e-07,11,2.0357463371705986e-07,2.0
2024-09-23,GBPUSD,1.6557528995543297e-05,1431,1.502075880332554e-05,287,1.3375626428074116e-05,95,1.9067510862895185e-05,23.0
2024-09-24,GBPUSD,1.4098815162993287e-05,1419,1.6308806661087926e-05,287,1.5946799459082234e-05,95,1.2643491967756336e-05,23.0
2024-09-25,GBPUSD,1.71782507263473e-05,1432,1.5645788659118023e-05,287,1.1470708470002828e-05,95,1.7438028136916724e-05,23.0
2024-09-26,GBPUSD,1.944310713208432e-05,1435,2.272322691476646e-05,287,1.9394508294305173e-05,95,1.7705893635396555e-05,23.0
2024-09-27,GBPUSD,1.7006752896252734e-05,1259,1.5824468127894816e-05,251,1.7369902748933582e-05,83,1.7167112363984623e-05,20.0
2024-09-29,GBPUSD,4.944303581887374e-07,163,2.999674297335164e-07,35,4.6190944520529795e-07,11,3.6981524431158606e-07,2.0
2024-09-30,GBPUSD,2.4362285799473068e-05,1433,2.4841104965844317e-05,287,2.783834215443126e-05,95,1.864068034485534e-05,23.0
2024-10-01,GBPUSD,2.2697013214598923e-05,1437,2.376932777842803e-05,287,2.0904279661252504e-05,95,1.790457421709627e-05,23.0
2024-10-02,GBPUSD,1.59571982754967e-05,1434,1.554419244325995e-05,287,1.4378846103194852e-05,95,1.4728619631713891e-05,23.0
2024-10-03,GBPUSD,3.369055503715653e-05,1418,3.091595047159351e-05,287,2.778878832773686e-05,95,3.5310573457615425e-05,23.0
2024-10-04,GBPUSD,5.383572968718475e-05,1259,4.496154069271302e-05,251,4.3100643757425606e-05,83,5.654124588430425e-05,20.0
2024-10-06,GBPUSD,6.702663653310995e-06,175,1.522315028807614e-06,35,1.0816360641605321e-06,11,3.911793329848875e-07,2.0
2024-10-07,GBPUSD,1.8157984918166348e-05,1433,1.688021050048752e-05,287,1.394444694143197e-05,95,1.2547825774937505e-05,23.0
2024-10-08,GBPUSD,1.4655937159564926e-05,1435,1.2203841908298355e-05,287,1.1649649597487797e-05,95,8.458411536083087e-06,23.0
2024-10-09,GBPUSD,1.4535503144608251e-05,1435,1.1284419538820416e-05,287,1.1159323629454848e-05,95,6.406891124618435e-06,23.0
2024-10-10,GBPUSD,2.3238398325339743e-05,1425,2.5102503360683563e-05,287,2.2066260071870047e-05,95,1.2240562283933974e-05,23.0
2024-10-11,GBPUSD,1.1318066292292743e-05,1258,9.399967617621712e-06,251,7.341455997985098e-06,83,6.042636353747556e-06,20.0
2024-10-13,GBPUSD,7.874755257730138e-07,173,6.436435396964184e-07,35,7.028378663093748e-07,11,1.1509364386916654e-06,2.0
2024-10-14,GBPUSD,1.1865004329445862e-05,1431,1.0593946692010667e-05,287,7.862796002861826e-06,95,7.082337196034689e-06,23.0
2024-10-15,GBPUSD,1.3948900590017047e-05,1438,1.2991058320280515e-05,287,1.2361087623134044e-05,95,8.323635569980659e-06,23.0
2024-10-16,GBPUSD,2.5891072972026723e-05,1435,2.8042550930555645e-05,287,3.5877190828755056e-05,95,4.962376815702003e-05,23.0
2024-10-17,GBPUSD,1.7934484643693925e-05,1434,1.708970282884105e-05,287,1.5273031619793824e-05,95,6.124286085650555e-06,23.0
2024-10-18,GBPUSD,1.090045126176179e-05,1259,1.0450044690213217e-05,251,1.403322192526474e-05,83,1.5731839119498254e-05,20.0
2024-10-20,GBPUSD,2.180016461792531e-06,176,1.826656914233146e-06,35,1.487243977749678e-06,11,4.244174745811531e-07,2.0
2024-10-21,GBPUSD,8.754159411289281e-06,1436,7.90236358168223e-06,287,7.0027181991666905e-06,95,1.0137182892931797e-05,23.0
2024-10-22,GBPUSD,1.3639944814882668e-05,1436,1.2163014131147846e-05,287,1.1926361509633148e-05,95,1.2284883818422002e-05,23.0
2024-10-23,GBPUSD,1.0469364156880864e-05,1436,9.691775817872069e-06,287,1.1948740766691964e-05,95,1.675479683636629e-05,23.0
2024-10-24,GBPUSD,1.405362675893606e-05,1427,1.2556064973978498e-05,287,1.4094126409170846e-05,95,6.779432620914847e-06,23.0
2024-10-25,GBPUSD,7.658942138512935e-06,1259,6.0617748546374505e-06,251,6.347336364392471e-06,83,3.789663086817611e-06,20.0
2024-10-27,GBPUSD,2.6130136309585778e-06,237,1.0255530857164598e-06,47,6.403523775716143e-07,15,1.349960484511398e-07,3.0
2024-10-28,GBPUSD,1.014736158384801e-05,1434,8.817080765527259e-06,287,8.713325947111752e-06,95,6.324437213477794e-06,23.0
2024-10-29,GBPUSD,1.4919120753331126e-05,1439,1.4395766091762792e-05,287,1.1570195942292271e-05,95,7.0469106538706514e-06,23.0
2024-10-30,GBPUSD,2.328502751807734e-05,1435,2.2933874867464395e-05,287,2.827790624046171e-05,95,3.0166731174321395e-05,23.0
2024-10-31,GBPUSD,4.157330232708577e-05,1433,3.46638900301379e-05,287,4.4264242086361525e-05,95,4.243547786925918e-05,23.0
2024-11-01,GBPUSD,2.0788738642134546e-05,1139,2.1768010077472188e-05,227,2.0958306445578577e-05,75,1.5504683033985385e-05,18.0
2024-11-03,GBPUSD,1.3410843418762357e-06,119,1.9542934980969548e-06,23,6.99512819739766e-07,7,7.206697352571858e-07,1.0
2024-11-04,GBPUSD,1.6169728016978337e-05,1435,1.634598998606057e-05,287,1.7576424086059644e-05,95,1.8474472490851443e-05,23.0
2024-11-05,GBPUSD,1.5213544492248318e-05,1436,1.3745346025306869e-05,287,1.5247790423161112e-05,95,1.3090854017622002e-05,23.0
2024-11-06,GBPUSD,8.374670756059415e-05,1434,6.149219458854153e-05,287,5.9014553040277386e-05,95,7.349272787593737e-05,23.0
2024-11-07,GBPUSD,2.9215102583443226e-05,1198,2.667566448764376e-05,239,2.4321736278566388e-05,79,2.9347567226030586e-05,19.0
2024-11-08,GBPUSD,2.07468519033796e-05,1319,2.2435294867423092e-05,263,1.6693281572650837e-05,87,1.4066529208857975e-05,21.0
2024-11-10,GBPUSD,6.754323841990874e-07,119,5.821940234981145e-07,23,2.97824061007273e-07,7,3.743958996013135e-07,1.0
2024-11-11,GBPUSD,1.5359345933113125e-05,1437,1.4993265982958513e-05,287,1.208578233882648e-05,95,7.059944811713552e-06,23.0
2024-11-12,GBPUSD,2.257036250592283e-05,1439,2.1754007990412455e-05,287,1.7976266583293592e-05,95,2.0082254873383028e-05,23.0
2024-11-13,GBPUSD,3.021792742881365e-05,1439,2.3765446711354377e-05,287,2.2710452982104542e-05,95,2.1534604089980174e-05,23.0
2024-11-14,GBPUSD,2.9130693203622607e-05,1431,2.7485711506141102e-05,287,2.842937861067836e-05,95,2.4849193638705807e-05,23.0
2024-11-15,GBPUSD,2.969241299270007e-05,1319,2.5165878122040807e-05,263,2.299624742889575e-05,87,1.8219276730193166e-05,21.0
2024-11-17,GBPUSD,1.3139860032064818e-06,112,1.2010125406072083e-06,23,9.349933727253807e-07,7,3.167510857430387e-07,1.0
2024-11-18,GBPUSD,1.7007691193971604e-05,1438,1.5736463289066425e-05,287,1.2441693840227795e-05,95,1.039434387760574e-05,23.0
2024-11-19,GBPUSD,2.056215483599926e-05,1436,1.917330851556146e-05,287,2.3428263957746092e-05,95,1.6939092169449636e-05,23.0
2024-11-20,GBPUSD,1.891935920098036e-05,1432,1.6616129135222167e-05,287,1.6084306773335007e-05,95,1.5765618697832738e-05,23.0
2024-11-21,GBPUSD,1.827245886793197e-05,1438,1.7519234318560272e-05,287,1.4494289558244932e-05,95,1.3591465533128076e-05,23.0
2024-11-22,GBPUSD,3.5244167866537263e-05,1319,3.422051620855337e-05,263,4.4983232360383334e-05,87,2.5318635514327998e-05,21.0
2024-11-24,GBPUSD,4.1062613188961884e-06,119,1.4363305266236948e-06,23,8.656593570356362e-07,7,3.4553170009915e-07,1.0
2024-11-25,GBPUSD,2.2628562840130315e-05,1436,2.4409351109496982e-05,287,3.2314413560685815e-05,95,4.353592954398846e-05,23.0
2024-11-26,GBPUSD,2.6944345676466995e-05,1439,2.555543548460258e-05,287,2.510804216496197e-05,95,2.1588077811741704e-05,23.0
2024-11-27,GBPUSD,2.170473662687547e-05,1438,2.5289032907104004e-05,287,2.262036899842764e-05,95,1.8511527708338855e-05,23.0
2024-11-28,GBPUSD,9.732573359223544e-06,1412,8.040982343301546e-06,287,5.763201913575912e-06,95,4.4792844933494e-06,23.0
2024-11-29,GBPUSD,1.8989895831682913e-05,1319,2.0609295447185927e-05,263,2.4819147835053485e-05,87,1.8310708128533586e-05,21.0
2024-12-01,GBPUSD,1.9618650149868948e-06,115,3.2542215705847016e-06,23,3.836572409830922e-06,7,5.34590617699877e-06,1.0
2024-12-02,GBPUSD,2.505805665078112e-05,1431,2.4348536408469165e-05,287,2.469112264377378e-05,95,3.81719316717408e-05,23.0
2024-12-03,GBPUSD,1.8232394245625015e-05,1438,1.7784772151051788e-05,287,2.0356952556948236e-05,95,2.2580943301407516e-05,23.0
2024-12-04,GBPUSD,3.0099463449273855e-05,1431,3.2649022883450836e-05,287,2.5227597621213242e-05,95,2.2407100610892936e-05,23.0
2024-12-05,GBPUSD,1.539948992369345e-05,1433,1.6091301526904918e-05,287,1.93532011263577e-05,95,1.1009296900190438e-05,23.0
2024-12-06,GBPUSD,2.16696959843227e-05,1319,2.4318490338341023e-05,263,2.5554204075303602e-05,87,1.7810545624295793e-05,21.0
2024-12-08,GBPUSD,1.0496241892376498e-06,118,9.351623317095299e-07,23,5.375896269208485e-07,7,1.7292661863264016e-07,1.0
2024-12-09,GBPUSD,1.3373744569499858e-05,1438,1.3146012459971537e-05,287,1.1665954032641017e-05,95,1.7585145706678204e-05,23.0
2024-12-10,GBPUSD,1.4419744792430666e-05,1439,1.2955553206137983e-05,287,1.1006606621014732e-05,95,1.0549388693157901e-05,23.0
2024-12-11,GBPUSD,2.170338031974533e-05,1433,2.009480635792409e-05,287,2.1457764128090133e-05,95,2.708018352032015e-05,23.0
2024-12-12,GBPUSD,2.1998394947533023e-05,1401,1.8662699641942158e-05,287,2.7114261642883725e-05,95,2.228612581646031e-05,23.0
2024-12-13,GBPUSD,2.1155621124439598e-05,1319,1.7597406653626508e-05,263,1.637967656195239e-05,87,2.2198125004809316e-05,21.0
2024-12-15,GBPUSD,9.742120402265432e-07,116,9.359004608724369e-07,23,1.1247318819607178e-06,7,1.3022338023271927e-06,1.0
2024-12-16,GBPUSD,1.3888456251788256e-05,1436,1.3916572074924211e-05,287,1.180298527767202e-05,95,1.9238130359462616e-05,23.0
2024-12-17,GBPUSD,1.6646455572475506e-05,1435,1.7100374444424573e-05,287,1.2495688040195862e-05,95,9.93684419496967e-06,23.0
2024-12-18,GBPUSD,4.4143657774112875e-05,1435,5.205681203090035e-05,287,6.031876796465518e-05,95,0.0001052632472135777,23.0
2024-12-19,GBPUSD,3.812560525524969e-05,1436,3.14007352082384e-05,287,2.887765254091609e-05,95,3.779375044653459e-05,23.0
2024-12-20,GBPUSD,2.460934296351078e-05,1319,2.614228448447717e-05,263,2.8529891369325726e-05,87,3.718165020748832e-05,21.0
2024-12-22,GBPUSD,8.073235275074259e-07,119,5.383402477517388e-07,23,2.795994047265767e-07,7,8.666701379261198e-08,1.0
2024-12-23,GBPUSD,1.4573364802925567e-05,1437,1.2982552719052417e-05,287,1.1709466367429745e-05,95,1.1654926821450869e-05,23.0
2024-12-24,GBPUSD,1.534423597097832e-05,1381,1.4385734239521773e-05,283,1.182816787587529e-05,95,1.1510281405955179e-05,23.0
2024-12-25,GBPUSD,2.1688048721706797e-05,261,1.6253395029354234e-05,91,9.220870984156908e-06,35,6.798331413292752e-07,9.0
2024-12-26,GBPUSD,9.253000168774748e-06,1436,8.589521216750605e-06,287,9.798542372951545e-06,95,6.019177821947648e-06,23.0
2024-12-27,GBPUSD,1.349524169682838e-05,1319,1.495719529274572e-05,263,1.638980692599505e-05,87,1.4231457337688951e-05,21.0
2024-12-29,GBPUSD,2.2067261146902735e-06,117,2.070840029654675e-06,23,2.438823804719532e-06,7,6.885780706584914e-08,1.0
2024-12-30,GBPUSD,1.9557533524598954e-05,1434,2.1820494625203115e-05,287,2.3846625768857988e-05,95,3.433308530261148e-05,23.0
2024-12-31,GBPUSD,1.9018917174281083e-05,1314,1.8935341072562108e-05,263,1.813583626549764e-05,87,6.3044503645275155e-06,21.0
2025-01-01,GBPUSD,5.551904730091133e-07,117,3.4439424735307544e-07,23,3.237451311217024e-07,7,2.9518458736512953e-07,1.0
2025-01-02,GBPUSD,2.8887115001054086e-05,1439,2.470956355718567e-05,287,2.2216057566629986e-05,95,2.891689971031412e-05,23.0
2025-01-03,GBPUSD,1.403338997734903e-05,1317,1.3627482640473645e-05,263,1.199108167909466e-05,87,7.497822827860698e-06,21.0
2025-01-05,GBPUSD,1.4356926881014786e-06,117,1.0072119919857014e-06,23,1.2770804600471572e-06,7,3.646320882788976e-07,1.0
2025-01-06,GBPUSD,4.245091778504068e-05,1437,4.700218071206839e-05,287,4.6612212572846824e-05,95,5.6314151718359294e-05,23.0
2025-01-07,GBPUSD,2.7172997574969743e-05,1429,2.676619915571357e-05,287,2.449466054734094e-05,95,1.79970689624253e-05,23.0
2025-01-08,GBPUSD,5.3248701877798925e-05,1437,5.381396140889784e-05,287,4.9482233068829615e-05,95,7.090594090538873e-05,23.0
2025-01-09,GBPUSD,3.657591768269762e-05,1437,4.036216281625062e-05,287,4.009036093534925e-05,95,3.0164862707183243e-05,23.0
2025-01-10,GBPUSD,0.00010138742671907302,1319,0.00011710971210148557,263,7.658069931792738e-05,87,6.252205450250712e-05,21.0
2025-01-12,GBPUSD,6.880864957643725e-07,112,5.150227909465785e-07,23,6.7706673310943e-07,7,8.699918958801651e-08,1.0
2025-01-13,GBPUSD,4.254417001413541e-05,1434,5.4593705380877e-05,287,5.3243450720865495e-05,95,4.5867308729624324e-05,23.0
2025-01-14,GBPUSD,4.48911509162845e-05,1436,4.0831955744191636e-05,287,3.884743587162969e-05,95,3.237138792747918e-05,23.0
2025-01-15,GBPUSD,5.917036007257142e-05,1436,5.974526717448598e-05,287,4.6532902179580995e-05,95,8.858268200615851e-05,23.0
2025-01-16,GBPUSD,3.392698787820131e-05,1437,3.805772248870059e-05,287,2.2670925068326873e-05,95,1.78545863381169e-05,23.0
2025-01-17,GBPUSD,3.4753018610535284e-05,1318,3.1206546531352915e-05,263,3.057319866833496e-05,87,2.054499748669423e-05,21.0
2025-01-19,GBPUSD,9.469435902450822e-07,116,1.1473083591027078e-06,23,1.4310006364217865e-06,7,1.1402932229753863e-08,1.0
2025-01-20,GBPUSD,7.145734321937487e-05,1430,0.00012171066112463556,287,8.734135669755221e-05,95,8.992186874285444e-05,23.0
2025-01-21,GBPUSD,5.509001445944214e-05,1432,5.559816731961737e-05,287,7.405051144706552e-05,95,3.1629929723397734e-05,23.0
2025-01-22,GBPUSD,2.3456596223227453e-05,1433,2.0289745091631648e-05,287,1.6811260252467392e-05,95,1.8725241624850425e-05,23.0
2025-01-23,GBPUSD,2.2609958156956876e-05,1435,1.746594171917549e-05,287,1.6930470281073702e-05,95,1.630101832527628e-05,23.0
2025-01-24,GBPUSD,2.806149470216625e-05,1319,3.123204230440146e-05,263,2.712605772157259e-05,87,4.008610061467481e-05,21.0
2025-01-26,GBPUSD,8.447060623142546e-07,117,7.000584578606016e-07,23,4.049763460464073e-07,7,8.514126497132839e-07,1.0
2025-01-27,GBPUSD,2.99315953687517e-05,1436,2.771484761852177e-05,287,2.8637060847476225e-05,95,3.506648714127985e-05,23.0
2025-01-28,GBPUSD,2.1533888076148893e-05,1432,1.9252164021940366e-05,287,1.3998911317958241e-05,95,6.003830069050015e-06,23.0
2025-01-29,GBPUSD,3.2579074878262405e-05,1432,2.4149380378439103e-05,287,2.4044462293049076e-05,95,1.6180475336524232e-05,23.0
2025-01-30,GBPUSD,2.568970726413688e-05,1435,3.477836916618533e-05,287,3.631757086763909e-05,95,2.0518620367918635e-05,23.0
2025-01-31,GBPUSD,3.647635491093472e-05,1319,3.384522578406194e-05,263,3.5884722332986364e-05,87,3.987510682682168e-05,21.0
2025-02-02,GBPUSD,9.611441092931742e-06,119,6.637031575363955e-06,23,2.0467636153563737e-06,7,1.017037408125219e-06,1.0
2025-02-03,GBPUSD,7.90429567632179e-05,1434,8.39292293491034e-05,287,8.413375351307579e-05,95,6.74103832364379e-05,23.0
2025-02-04,GBPUSD,2.3284715170516645e-05,1435,2.3726528362924867e-05,287,2.150204154713022e-05,95,1.7470066656102445e-05,23.0
2025-02-05,GBPUSD,2.0572765074707345e-05,1425,1.8911132313156514e-05,287,1.835797556155999e-05,95,1.4877638318427334e-05,23.0
2025-02-06,GBPUSD,4.2587371400444935e-05,1435,4.037194986999404e-05,287,2.9654072309706634e-05,95,3.464152520197949e-05,23.0
2025-02-07,GBPUSD,4.241751021976167e-05,1319,3.877384121026314e-05,263,2.262053972363847e-05,87,3.262091930773365e-05,21.0
2025-02-09,GBPUSD,2.9767036344103532e-06,116,1.5140075106296053e-06,23,1.267113859766071e-06,7,1.0354222119260061e-06,1.0
2025-02-10,GBPUSD,1.4317328043185791e-05,1439,1.4164128212719174e-05,287,1.366720845816046e-05,95,9.503280630581299e-06,23.0
2025-02-11,GBPUSD,1.809463932187566e-05,1431,1.5280967152559997e-05,287,1.4643738698586819e-05,95,1.4375060898468928e-05,23.0
2025-02-12,GBPUSD,4.861630643750456e-05,1436,4.696716196306778e-05,287,5.28939296556066e-05,95,5.343315051496129e-05,23.0
2025-02-13,GBPUSD,4.1507466119392196e-05,1434,4.125604876254542e-05,287,3.9524482910483055e-05,95,3.9578500702380415e-05,23.0
2025-02-14,GBPUSD,1.45246142370647e-05,1319,1.4841360967981758e-05,263,1.3900841612988238e-05,87,1.2407063565699454e-05,21.0
2025-02-16,GBPUSD,7.805097092194248e-07,109,4.426873344328713e-07,23,5.67596135703101e-07,7,3.055947056261265e-08,1.0
2025-02-17,GBPUSD,1.0847666458392044e-05,1417,1.1277344040749764e-05,287,9.27664006899102e-06,95,5.791948856382529e-06,23.0
2025-02-18,GBPUSD,1.3608247194881292e-05,1438,1.3599553046537251e-05,287,1.5802262701133835e-05,95,1.0351686923235963e-05,23.0
2025-02-19,GBPUSD,1.5317854428034604e-05,1432,1.399125294441479e-05,287,1.0813641496263695e-05,95,6.2905473117469225e-06,23.0
2025-02-20,GBPUSD,1.3781725844864491e-05,1436,1.2262187595929263e-05,287,1.5129739626645222e-05,95,1.1356868539809681e-05,23.0
2025-02-21,GBPUSD,1.771925614028501e-05,1319,1.693511215990253e-05,263,1.2490045261767427e-05,87,8.28732863193371e-06,21.0
2025-02-23,GBPUSD,1.7861930853607163e-06,106,9.680360680884824e-07,23,1.3947424135874963e-06,7,3.903501260728501e-07,1.0
2025-02-24,GBPUSD,1.671535553163686e-05,1437,1.6907471243631315e-05,287,1.5030828575540028e-05,95,1.4973544575102171e-05,23.0
2025-02-25,GBPUSD,1.4304742923937735e-05,1438,1.4098387429466961e-05,287,1.5246261668615262e-05,95,1.2371248325699893e-05,23.0
2025-02-26,GBPUSD,1.7682265649161967e-05,1434,1.8058681757082173e-05,287,1.4636737484275713e-05,95,1.1862605912609843e-05,23.0
2025-02-27,GBPUSD,1.7057559056710003e-05,1434,1.667993082573329e-05,287,2.1309162588013947e-05,95,1.572400621538144e-05,23.0
2025-02-28,GBPUSD,1.7342970372369556e-05,1319,1.7787744027550722e-05,263,1.479549438144141e-05,87,1.1081122941937664e-05,21.0
2025-03-02,GBPUSD,1.5589546363496738e-06,104,1.5422394166074921e-06,22,1.055270609207142e-06,7,8.047493062326874e-07,1.0
2025-03-03,GBPUSD,2.2932359615250993e-05,1426,1.905108210924077e-05,287,2.21271167254646e-05,95,2.3471337886042207e-05,23.0
2025-03-04,GBPUSD,2.811174944317665e-05,1433,2.6012682219885728e-05,287,2.3777022906534697e-05,95,2.0446081733107614e-05,23.0
2025-03-05,GBPUSD,2.8966456318745133e-05,1434,3.153936780392268e-05,287,2.6213372771930197e-05,95,2.8316713664642212e-05,23.0
2025-03-06,GBPUSD,3.0124498209310278e-05,1434,2.847791507175394e-05,287,2.464325574181629e-05,95,1.1728454382893106e-05,23.0
2025-03-07,GBPUSD,2.871268386373416e-05,1310,2.3815648484263926e-05,263,1.584930214462943e-05,87,1.1293556157871066e-05,21.0
2025-03-09,GBPUSD,5.118548314938086e-06,234,3.721905568873417e-06,46,2.310804086846562e-06,15,1.9781853331838464e-06,3.0
2025-03-10,GBPUSD,2.291262231956835e-05,1438,2.204476086936204e-05,287,1.952452556261726e-05,95,1.894107884827519e-05,23.0
2025-03-11,GBPUSD,2.5417288573986698e-05,1436,2.1755424645776168e-05,287,1.641618215152865e-05,95,1.6644601990162853e-05,23.0
2025-03-12,GBPUSD,2.4221887016735393e-05,1436,1.8145201674690155e-05,287,1.2856099713896318e-05,95,1.0113862750094784e-05,23.0
2025-03-13,GBPUSD,1.811154939485512e-05,1432,1.8355408826461145e-05,287,1.6146169463744823e-05,95,1.2500022666942617e-05,23.0
2025-03-14,GBPUSD,1.4618994849131416e-05,1199,1.330115134933494e-05,239,8.755165629029914e-06,79,6.663797055237059e-06,19.0
2025-03-16,GBPUSD,4.0500808692272474e-06,233,2.160217169083492e-06,47,5.966136456068731e-07,15,1.1343717703750643e-07,3.0
2025-03-17,GBPUSD,1.0791897679661757e-05,1433,8.940748562209076e-06,287,7.303872005886831e-06,95,4.753028511517091e-06,23.0
2025-03-18,GBPUSD,1.3096609071865427e-05,1422,1.3249328575797587e-05,287,1.1593996857948897e-05,95,9.475233372364205e-06,23.0
2025-03-19,GBPUSD,1.865737515754141e-05,1433,2.0435568301705997e-05,287,1.9666024957234526e-05,95,1.6893026626075492e-05,23.0
2025-03-20,GBPUSD,1.8655306023797178e-05,1429,1.9099872770097348e-05,287,1.5153928682315092e-05,95,6.090003952445137e-06,23.0
2025-03-21,GBPUSD,1.2915730866312553e-05,1199,1.5239542301134665e-05,239,1.916394913669093e-05,79,1.9124555073110866e-05,19.0
2025-03-23,GBPUSD,4.0665488076145636e-06,237,3.215776003661636e-06,47,2.2617204454465865e-06,15,2.2230389560665344e-06,3.0
2025-03-24,GBPUSD,1.9167242436893756e-05,1429,1.7579793299166523e-05,287,2.0431065279783398e-05,95,1.5082617821395278e-05,23.0
2025-03-25,GBPUSD,1.229964114578758e-05,1429,1.0901103936959252e-05,287,1.0359187633607716e-05,95,1.1069011831967765e-05,23.0
2025-03-26,GBPUSD,2.379860779145871e-05,1433,2.0244548824417612e-05,287,2.4034571352480136e-05,95,1.2703839623697383e-05,23.0
